survival_type,period,sex,age_group,years_since_dx,subtype,survival_pct,ci_lower,ci_upper
Observed,2017–2021,males,75–84,4,mantle_cell,0.524,0.461,0.582
Observed,2017–2021,males,85+,4,mantle_cell,0.203,0.129,0.289
Observed,2017–2021,males,5–14,5,mantle_cell,NA,NA,NA
Observed,2017–2021,males,15–24,5,mantle_cell,NA,NA,NA
Observed,2017–2021,males,25–34,5,mantle_cell,NA,NA,NA
Observed,2017–2021,males,35–44,5,mantle_cell,NA,NA,NA
Observed,2017–2021,males,45–54,5,mantle_cell,0.878,0.779,0.935
Observed,2017–2021,males,55–64,5,mantle_cell,0.785,0.725,0.833
Observed,2017–2021,males,65–74,5,mantle_cell,0.633,0.578,0.682
Observed,2017–2021,males,75–84,5,mantle_cell,0.448,0.385,0.509
Observed,2017–2021,males,85+,5,mantle_cell,0.16,0.092,0.244
Observed,2017–2021,persons,5–14,1,mantle_cell,NA,NA,NA
Observed,2017–2021,persons,15–24,1,mantle_cell,NA,NA,NA
Observed,2017–2021,persons,25–34,1,mantle_cell,NA,NA,NA
Observed,2017–2021,persons,35–44,1,mantle_cell,0.952,0.706,0.993
Observed,2017–2021,persons,45–54,1,mantle_cell,0.982,0.93,0.995
Observed,2017–2021,persons,55–64,1,mantle_cell,0.945,0.914,0.965
Observed,2017–2021,persons,65–74,1,mantle_cell,0.889,0.858,0.914
Observed,2017–2021,persons,75–84,1,mantle_cell,0.803,0.759,0.839
Observed,2017–2021,persons,85+,1,mantle_cell,0.569,0.483,0.646
Observed,2017–2021,persons,5–14,2,mantle_cell,NA,NA,NA
Observed,2017–2021,persons,15–24,2,mantle_cell,NA,NA,NA
Observed,2017–2021,persons,25–34,2,mantle_cell,NA,NA,NA
Observed,2017–2021,persons,35–44,2,mantle_cell,NA,NA,NA
Observed,2017–2021,persons,45–54,2,mantle_cell,0.945,0.882,0.975
Observed,2017–2021,persons,55–64,2,mantle_cell,0.886,0.845,0.916
Observed,2017–2021,persons,65–74,2,mantle_cell,0.816,0.778,0.847
Observed,2017–2021,persons,75–84,2,mantle_cell,0.698,0.649,0.742
Observed,2017–2021,persons,85+,2,mantle_cell,0.429,0.347,0.508
Observed,2017–2021,persons,5–14,3,mantle_cell,NA,NA,NA
Observed,2017–2021,persons,15–24,3,mantle_cell,NA,NA,NA
Observed,2017–2021,persons,25–34,3,mantle_cell,NA,NA,NA
Observed,2017–2021,persons,35–44,3,mantle_cell,NA,NA,NA
Observed,2017–2021,persons,45–54,3,mantle_cell,0.917,0.846,0.956
Observed,2017–2021,persons,55–64,3,mantle_cell,0.84,0.795,0.876
Observed,2017–2021,persons,65–74,3,mantle_cell,0.752,0.711,0.788
Observed,2017–2021,persons,75–84,3,mantle_cell,0.623,0.571,0.67
Observed,2017–2021,persons,85+,3,mantle_cell,0.308,0.234,0.384
Observed,2017–2021,persons,5–14,4,mantle_cell,NA,NA,NA
Observed,2017–2021,persons,15–24,4,mantle_cell,NA,NA,NA
Observed,2017–2021,persons,25–34,4,mantle_cell,NA,NA,NA
Observed,2017–2021,persons,35–44,4,mantle_cell,NA,NA,NA
Observed,2017–2021,persons,45–54,4,mantle_cell,0.887,0.81,0.934
Observed,2017–2021,persons,55–64,4,mantle_cell,0.794,0.745,0.835
Observed,2017–2021,persons,65–74,4,mantle_cell,0.697,0.653,0.736
Observed,2017–2021,persons,75–84,4,mantle_cell,0.537,0.484,0.587
Observed,2017–2021,persons,85+,4,mantle_cell,0.244,0.175,0.318
Observed,2017–2021,persons,5–14,5,mantle_cell,NA,NA,NA
Observed,2017–2021,persons,15–24,5,mantle_cell,NA,NA,NA
Observed,2017–2021,persons,25–34,5,mantle_cell,NA,NA,NA
Observed,2017–2021,persons,35–44,5,mantle_cell,NA,NA,NA
Observed,2017–2021,persons,45–54,5,mantle_cell,0.866,0.784,0.918
Observed,2017–2021,persons,55–64,5,mantle_cell,0.772,0.72,0.815
Observed,2017–2021,persons,65–74,5,mantle_cell,0.635,0.589,0.678
Observed,2017–2021,persons,75–84,5,mantle_cell,0.476,0.422,0.527
Observed,2017–2021,persons,85+,5,mantle_cell,0.187,0.126,0.258
Relative,2007–2011,females,5–14,1,mantle_cell,NA,NA,NA
Relative,2007–2011,females,15–24,1,mantle_cell,NA,NA,NA
Relative,2007–2011,females,25–34,1,mantle_cell,NA,NA,NA
Relative,2007–2011,females,35–44,1,mantle_cell,NA,NA,NA
Relative,2007–2011,females,45–54,1,mantle_cell,0.892,0.698,0.965
Relative,2007–2011,females,55–64,1,mantle_cell,0.962,0.845,0.994
Relative,2007–2011,females,65–74,1,mantle_cell,0.844,0.73,0.915
Relative,2007–2011,females,75–84,1,mantle_cell,0.777,0.667,0.858
Relative,2007–2011,females,85+,1,mantle_cell,NA,NA,NA
Relative,2007–2011,females,5–14,2,mantle_cell,NA,NA,NA
Relative,2007–2011,females,15–24,2,mantle_cell,NA,NA,NA
Relative,2007–2011,females,25–34,2,mantle_cell,NA,NA,NA
Relative,2007–2011,females,35–44,2,mantle_cell,NA,NA,NA
Relative,2007–2011,females,45–54,2,mantle_cell,0.852,0.647,0.944
Relative,2007–2011,females,55–64,2,mantle_cell,0.854,0.711,0.932
Relative,2007–2011,females,65–74,2,mantle_cell,0.794,0.671,0.879
Relative,2007–2011,females,75–84,2,mantle_cell,0.699,0.578,0.797
Relative,2007–2011,females,85+,2,mantle_cell,NA,NA,NA
Relative,2007–2011,females,5–14,3,mantle_cell,NA,NA,NA
Relative,2007–2011,females,15–24,3,mantle_cell,NA,NA,NA
Relative,2007–2011,females,25–34,3,mantle_cell,NA,NA,NA
Relative,2007–2011,females,35–44,3,mantle_cell,NA,NA,NA
Relative,2007–2011,females,45–54,3,mantle_cell,NA,NA,NA
Relative,2007–2011,females,55–64,3,mantle_cell,0.859,0.715,0.937
Relative,2007–2011,females,65–74,3,mantle_cell,0.737,0.604,0.835
Relative,2007–2011,females,75–84,3,mantle_cell,0.532,0.405,0.65
Relative,2007–2011,females,85+,3,mantle_cell,NA,NA,NA
Relative,2007–2011,females,5–14,4,mantle_cell,NA,NA,NA
Relative,2007–2011,females,15–24,4,mantle_cell,NA,NA,NA
Relative,2007–2011,females,25–34,4,mantle_cell,NA,NA,NA
Relative,2007–2011,females,35–44,4,mantle_cell,NA,NA,NA
Relative,2007–2011,females,45–54,4,mantle_cell,NA,NA,NA
Relative,2007–2011,females,55–64,4,mantle_cell,0.863,0.719,0.942
Relative,2007–2011,females,65–74,4,mantle_cell,0.671,0.531,0.783
Relative,2007–2011,females,75–84,4,mantle_cell,0.464,0.334,0.592
Relative,2007–2011,females,85+,4,mantle_cell,NA,NA,NA
Relative,2007–2011,females,5–14,5,mantle_cell,NA,NA,NA
Relative,2007–2011,females,15–24,5,mantle_cell,NA,NA,NA
Relative,2007–2011,females,25–34,5,mantle_cell,NA,NA,NA
Relative,2007–2011,females,35–44,5,mantle_cell,NA,NA,NA
Relative,2007–2011,females,45–54,5,mantle_cell,NA,NA,NA
Relative,2007–2011,females,55–64,5,mantle_cell,0.758,0.591,0.869
Relative,2007–2011,females,65–74,5,mantle_cell,0.619,0.473,0.742
Relative,2007–2011,females,75–84,5,mantle_cell,0.446,0.311,0.582
Relative,2007–2011,females,85+,5,mantle_cell,NA,NA,NA
Relative,2007–2011,males,5–14,1,mantle_cell,NA,NA,NA
Relative,2007–2011,males,15–24,1,mantle_cell,NA,NA,NA
Relative,2007–2011,males,25–34,1,mantle_cell,NA,NA,NA
Relative,2007–2011,males,35–44,1,mantle_cell,NA,NA,NA
Relative,2007–2011,males,45–54,1,mantle_cell,0.98,0.914,0.997
Relative,2007–2011,males,55–64,1,mantle_cell,0.941,0.888,0.971
Relative,2007–2011,males,65–74,1,mantle_cell,0.895,0.843,0.932
Relative,2007–2011,males,75–84,1,mantle_cell,0.801,0.729,0.859
Relative,2007–2011,males,85+,1,mantle_cell,0.627,0.433,0.79
Relative,2007–2011,males,5–14,2,mantle_cell,NA,NA,NA
Relative,2007–2011,males,15–24,2,mantle_cell,NA,NA,NA
Relative,2007–2011,males,25–34,2,mantle_cell,NA,NA,NA
Relative,2007–2011,males,35–44,2,mantle_cell,NA,NA,NA
Relative,2007–2011,males,45–54,2,mantle_cell,0.934,0.852,0.973
Relative,2007–2011,males,55–64,2,mantle_cell,0.838,0.764,0.892
Relative,2007–2011,males,65–74,2,mantle_cell,0.792,0.726,0.846
Relative,2007–2011,males,75–84,2,mantle_cell,0.624,0.539,0.701
Relative,2007–2011,males,85+,2,mantle_cell,NA,NA,NA
Relative,2007–2011,males,5–14,3,mantle_cell,NA,NA,NA
Relative,2007–2011,males,15–24,3,mantle_cell,NA,NA,NA
Relative,2007–2011,males,25–34,3,mantle_cell,NA,NA,NA
Relative,2007–2011,males,35–44,3,mantle_cell,NA,NA,NA
Relative,2007–2011,males,45–54,3,mantle_cell,0.924,0.837,0.968
Relative,2007–2011,males,55–64,3,mantle_cell,0.777,0.696,0.841
Relative,2007–2011,males,65–74,3,mantle_cell,0.699,0.624,0.763
Relative,2007–2011,males,75–84,3,mantle_cell,0.553,0.462,0.639
Relative,2007–2011,males,85+,3,mantle_cell,NA,NA,NA
Relative,2007–2011,males,5–14,4,mantle_cell,NA,NA,NA
Relative,2007–2011,males,15–24,4,mantle_cell,NA,NA,NA
Relative,2007–2011,males,25–34,4,mantle_cell,NA,NA,NA
Relative,2007–2011,males,35–44,4,mantle_cell,NA,NA,NA
Relative,2007–2011,males,45–54,4,mantle_cell,0.885,0.786,0.943
Relative,2007–2011,males,55–64,4,mantle_cell,0.682,0.594,0.757
Relative,2007–2011,males,65–74,4,mantle_cell,0.623,0.544,0.695
Relative,2007–2011,males,75–84,4,mantle_cell,0.483,0.388,0.577
Relative,2007–2011,males,85+,4,mantle_cell,NA,NA,NA
Relative,2007–2011,males,5–14,5,mantle_cell,NA,NA,NA
Relative,2007–2011,males,15–24,5,mantle_cell,NA,NA,NA
Relative,2007–2011,males,25–34,5,mantle_cell,NA,NA,NA
Relative,2007–2011,males,35–44,5,mantle_cell,NA,NA,NA
Relative,2007–2011,males,45–54,5,mantle_cell,0.856,0.748,0.923
Relative,2007–2011,males,55–64,5,mantle_cell,0.633,0.541,0.713
Relative,2007–2011,males,65–74,5,mantle_cell,0.555,0.471,0.633
Relative,2007–2011,males,75–84,5,mantle_cell,0.407,0.31,0.508
Relative,2007–2011,males,85+,5,mantle_cell,NA,NA,NA
Relative,2007–2011,persons,5–14,1,mantle_cell,NA,NA,NA
Relative,2007–2011,persons,15–24,1,mantle_cell,NA,NA,NA
Relative,2007–2011,persons,25–34,1,mantle_cell,NA,NA,NA
Relative,2007–2011,persons,35–44,1,mantle_cell,1.001,0.878,1.001
Relative,2007–2011,persons,45–54,1,mantle_cell,0.959,0.9,0.9840000000000002
Relative,2007–2011,persons,55–64,1,mantle_cell,0.946,0.903,0.972
Relative,2007–2011,persons,65–74,1,mantle_cell,0.883,0.838,0.918
Relative,2007–2011,persons,75–84,1,mantle_cell,0.793,0.735,0.842
Relative,2007–2011,persons,85+,1,mantle_cell,0.631,0.483,0.758
Relative,2007–2011,persons,5–14,2,mantle_cell,NA,NA,NA
Relative,2007–2011,persons,15–24,2,mantle_cell,NA,NA,NA
Relative,2007–2011,persons,25–34,2,mantle_cell,NA,NA,NA
Relative,2007–2011,persons,35–44,2,mantle_cell,0.962,0.749,0.997
Relative,2007–2011,persons,45–54,2,mantle_cell,0.914,0.842,0.956
Relative,2007–2011,persons,55–64,2,mantle_cell,0.842,0.779,0.889
Relative,2007–2011,persons,65–74,2,mantle_cell,0.793,0.737,0.84
Relative,2007–2011,persons,75–84,2,mantle_cell,0.648,0.579,0.71
Relative,2007–2011,persons,85+,2,mantle_cell,0.558,0.399,0.711
Relative,2007–2011,persons,5–14,3,mantle_cell,NA,NA,NA
Relative,2007–2011,persons,15–24,3,mantle_cell,NA,NA,NA
Relative,2007–2011,persons,25–34,3,mantle_cell,NA,NA,NA
Relative,2007–2011,persons,35–44,3,mantle_cell,0.964,0.75,0.999
Relative,2007–2011,persons,45–54,3,mantle_cell,0.897,0.819,0.944
Relative,2007–2011,persons,55–64,3,mantle_cell,0.796,0.727,0.85
Relative,2007–2011,persons,65–74,3,mantle_cell,0.709,0.645,0.764
Relative,2007–2011,persons,75–84,3,mantle_cell,0.545,0.472,0.616
Relative,2007–2011,persons,85+,3,mantle_cell,0.444,0.284,0.617
Relative,2007–2011,persons,5–14,4,mantle_cell,NA,NA,NA
Relative,2007–2011,persons,15–24,4,mantle_cell,NA,NA,NA
Relative,2007–2011,persons,25–34,4,mantle_cell,NA,NA,NA
Relative,2007–2011,persons,35–44,4,mantle_cell,NA,NA,NA
Relative,2007–2011,persons,45–54,4,mantle_cell,0.857,0.771,0.915
Relative,2007–2011,persons,55–64,4,mantle_cell,0.723,0.648,0.786
Relative,2007–2011,persons,65–74,4,mantle_cell,0.635,0.567,0.698
Relative,2007–2011,persons,75–84,4,mantle_cell,0.476,0.399,0.552
Relative,2007–2011,persons,85+,4,mantle_cell,NA,NA,NA
Relative,2007–2011,persons,5–14,5,mantle_cell,NA,NA,NA
Relative,2007–2011,persons,15–24,5,mantle_cell,NA,NA,NA
Relative,2007–2011,persons,25–34,5,mantle_cell,NA,NA,NA
Relative,2007–2011,persons,35–44,5,mantle_cell,NA,NA,NA
Relative,2007–2011,persons,45–54,5,mantle_cell,0.812,0.716,0.881
Relative,2007–2011,persons,55–64,5,mantle_cell,0.661,0.582,0.73
Relative,2007–2011,persons,65–74,5,mantle_cell,0.571,0.499,0.639
Relative,2007–2011,persons,75–84,5,mantle_cell,0.418,0.339,0.5
Relative,2007–2011,persons,85+,5,mantle_cell,NA,NA,NA
Relative,2007–2021,females,5–14,1,mantle_cell,NA,NA,NA
Relative,2007–2021,females,15–24,1,mantle_cell,NA,NA,NA
Relative,2007–2021,females,25–34,1,mantle_cell,NA,NA,NA
Relative,2007–2021,females,35–44,1,mantle_cell,NA,NA,NA
Relative,2007–2021,females,45–54,1,mantle_cell,0.955,0.883,0.9840000000000002
Relative,2007–2021,females,55–64,1,mantle_cell,0.952,0.909,0.976
Relative,2007–2021,females,65–74,1,mantle_cell,0.901,0.86,0.931
Relative,2007–2021,females,75–84,1,mantle_cell,0.826,0.773,0.868
Relative,2007–2021,females,85+,1,mantle_cell,0.655,0.545,0.751
Relative,2007–2021,females,5–14,2,mantle_cell,NA,NA,NA
Relative,2007–2021,females,15–24,2,mantle_cell,NA,NA,NA
Relative,2007–2021,females,25–34,2,mantle_cell,NA,NA,NA
Relative,2007–2021,females,35–44,2,mantle_cell,NA,NA,NA
Relative,2007–2021,females,45–54,2,mantle_cell,0.933,0.853,0.972
Relative,2007–2021,females,55–64,2,mantle_cell,0.874,0.815,0.916
Relative,2007–2021,females,65–74,2,mantle_cell,0.865,0.818,0.902
Relative,2007–2021,females,75–84,2,mantle_cell,0.728,0.668,0.782
Relative,2007–2021,females,85+,2,mantle_cell,0.613,0.492,0.726
Relative,2007–2021,females,5–14,3,mantle_cell,NA,NA,NA
Relative,2007–2021,females,15–24,3,mantle_cell,NA,NA,NA
Relative,2007–2021,females,25–34,3,mantle_cell,NA,NA,NA
Relative,2007–2021,females,35–44,3,mantle_cell,NA,NA,NA
Relative,2007–2021,females,45–54,3,mantle_cell,0.911,0.824,0.957
Relative,2007–2021,females,55–64,3,mantle_cell,0.832,0.767,0.881
Relative,2007–2021,females,65–74,3,mantle_cell,0.804,0.749,0.849
Relative,2007–2021,females,75–84,3,mantle_cell,0.648,0.583,0.708
Relative,2007–2021,females,85+,3,mantle_cell,0.521,0.391,0.653
Relative,2007–2021,females,5–14,4,mantle_cell,NA,NA,NA
Relative,2007–2021,females,15–24,4,mantle_cell,NA,NA,NA
Relative,2007–2021,females,25–34,4,mantle_cell,NA,NA,NA
Relative,2007–2021,females,35–44,4,mantle_cell,NA,NA,NA
Relative,2007–2021,females,45–54,4,mantle_cell,0.862,0.765,0.923
Relative,2007–2021,females,55–64,4,mantle_cell,0.805,0.737,0.859
Relative,2007–2021,females,65–74,4,mantle_cell,0.756,0.696,0.807
Relative,2007–2021,females,75–84,4,mantle_cell,0.583,0.515,0.648
Relative,2007–2021,females,85+,4,mantle_cell,0.489,0.349,0.638
Relative,2007–2021,females,5–14,5,mantle_cell,NA,NA,NA
Relative,2007–2021,females,15–24,5,mantle_cell,NA,NA,NA
Relative,2007–2021,females,25–34,5,mantle_cell,NA,NA,NA
Relative,2007–2021,females,35–44,5,mantle_cell,NA,NA,NA
Relative,2007–2021,females,45–54,5,mantle_cell,0.785,0.676,0.863
Relative,2007–2021,females,55–64,5,mantle_cell,0.764,0.69,0.824
Relative,2007–2021,females,65–74,5,mantle_cell,0.682,0.616,0.741
Relative,2007–2021,females,75–84,5,mantle_cell,0.554,0.482,0.623
Relative,2007–2021,females,85+,5,mantle_cell,0.415,0.27,0.582
Relative,2007–2021,males,5–14,1,mantle_cell,NA,NA,NA
Relative,2007–2021,males,15–24,1,mantle_cell,NA,NA,NA
Relative,2007–2021,males,25–34,1,mantle_cell,NA,NA,NA
Relative,2007–2021,males,35–44,1,mantle_cell,1.001,0.947,1.001
Relative,2007–2021,males,45–54,1,mantle_cell,0.966,0.932,0.983
Relative,2007–2021,males,55–64,1,mantle_cell,0.935,0.911,0.953
Relative,2007–2021,males,65–74,1,mantle_cell,0.895,0.871,0.915
Relative,2007–2021,males,75–84,1,mantle_cell,0.832,0.799,0.862
Relative,2007–2021,males,85+,1,mantle_cell,0.605,0.526,0.678
Relative,2007–2021,males,5–14,2,mantle_cell,NA,NA,NA
Relative,2007–2021,males,15–24,2,mantle_cell,NA,NA,NA
Relative,2007–2021,males,25–34,2,mantle_cell,NA,NA,NA
Relative,2007–2021,males,35–44,2,mantle_cell,0.932,0.824,0.976
Relative,2007–2021,males,45–54,2,mantle_cell,0.927,0.884,0.955
Relative,2007–2021,males,55–64,2,mantle_cell,0.87,0.839,0.897
Relative,2007–2021,males,65–74,2,mantle_cell,0.818,0.788,0.845
Relative,2007–2021,males,75–84,2,mantle_cell,0.703,0.661,0.742
Relative,2007–2021,males,85+,2,mantle_cell,0.507,0.42,0.593
Relative,2007–2021,males,5–14,3,mantle_cell,NA,NA,NA
Relative,2007–2021,males,15–24,3,mantle_cell,NA,NA,NA
Relative,2007–2021,males,25–34,3,mantle_cell,NA,NA,NA
Relative,2007–2021,males,35–44,3,mantle_cell,0.879,0.758,0.943
Relative,2007–2021,males,45–54,3,mantle_cell,0.904,0.857,0.937
Relative,2007–2021,males,55–64,3,mantle_cell,0.832,0.797,0.863
Relative,2007–2021,males,65–74,3,mantle_cell,0.731,0.697,0.763
Relative,2007–2021,males,75–84,3,mantle_cell,0.638,0.592,0.682
Relative,2007–2021,males,85+,3,mantle_cell,0.396,0.307,0.491
Relative,2007–2021,males,5–14,4,mantle_cell,NA,NA,NA
Relative,2007–2021,males,15–24,4,mantle_cell,NA,NA,NA
Relative,2007–2021,males,25–34,4,mantle_cell,NA,NA,NA
Relative,2007–2021,males,35–44,4,mantle_cell,0.88,0.76,0.944
Relative,2007–2021,males,45–54,4,mantle_cell,0.871,0.819,0.91
Relative,2007–2021,males,55–64,4,mantle_cell,0.772,0.733,0.807
Relative,2007–2021,males,65–74,4,mantle_cell,0.666,0.629,0.702
Relative,2007–2021,males,75–84,4,mantle_cell,0.561,0.512,0.609
Relative,2007–2021,males,85+,4,mantle_cell,0.364,0.265,0.473
Relative,2007–2021,males,5–14,5,mantle_cell,NA,NA,NA
Relative,2007–2021,males,15–24,5,mantle_cell,NA,NA,NA
Relative,2007–2021,males,25–34,5,mantle_cell,NA,NA,NA
Relative,2007–2021,males,35–44,5,mantle_cell,0.863,0.738,0.933
Relative,2007–2021,males,45–54,5,mantle_cell,0.842,0.786,0.886
Relative,2007–2021,males,55–64,5,mantle_cell,0.726,0.684,0.765
Relative,2007–2021,males,65–74,5,mantle_cell,0.613,0.573,0.651
Relative,2007–2021,males,75–84,5,mantle_cell,0.498,0.447,0.55
Relative,2007–2021,males,85+,5,mantle_cell,0.258,0.16,0.38
Relative,2007–2021,persons,5–14,1,mantle_cell,NA,NA,NA
Relative,2007–2021,persons,15–24,1,mantle_cell,NA,NA,NA
Relative,2007–2021,persons,25–34,1,mantle_cell,NA,NA,NA
Relative,2007–2021,persons,35–44,1,mantle_cell,0.9860000000000002,0.899,0.999
Relative,2007–2021,persons,45–54,1,mantle_cell,0.963,0.935,0.979
Relative,2007–2021,persons,55–64,1,mantle_cell,0.939,0.919,0.954
Relative,2007–2021,persons,65–74,1,mantle_cell,0.896,0.876,0.914
Relative,2007–2021,persons,75–84,1,mantle_cell,0.83,0.803,0.855
Relative,2007–2021,persons,85+,1,mantle_cell,0.622,0.558,0.682
Relative,2007–2021,persons,5–14,2,mantle_cell,NA,NA,NA
Relative,2007–2021,persons,15–24,2,mantle_cell,NA,NA,NA
Relative,2007–2021,persons,25–34,2,mantle_cell,NA,NA,NA
Relative,2007–2021,persons,35–44,2,mantle_cell,0.929,0.833,0.971
Relative,2007–2021,persons,45–54,2,mantle_cell,0.928,0.893,0.953
Relative,2007–2021,persons,55–64,2,mantle_cell,0.871,0.844,0.894
Relative,2007–2021,persons,65–74,2,mantle_cell,0.83,0.805,0.853
Relative,2007–2021,persons,75–84,2,mantle_cell,0.711,0.677,0.743
Relative,2007–2021,persons,85+,2,mantle_cell,0.545,0.475,0.614
Relative,2007–2021,persons,5–14,3,mantle_cell,NA,NA,NA
Relative,2007–2021,persons,15–24,3,mantle_cell,NA,NA,NA
Relative,2007–2021,persons,25–34,3,mantle_cell,NA,NA,NA
Relative,2007–2021,persons,35–44,3,mantle_cell,0.885,0.78,0.943
Relative,2007–2021,persons,45–54,3,mantle_cell,0.905,0.866,0.934
Relative,2007–2021,persons,55–64,3,mantle_cell,0.832,0.802,0.859
Relative,2007–2021,persons,65–74,3,mantle_cell,0.75,0.721,0.777
Relative,2007–2021,persons,75–84,3,mantle_cell,0.641,0.604,0.677
Relative,2007–2021,persons,85+,3,mantle_cell,0.441,0.367,0.518
Relative,2007–2021,persons,5–14,4,mantle_cell,NA,NA,NA
Relative,2007–2021,persons,15–24,4,mantle_cell,NA,NA,NA
Relative,2007–2021,persons,25–34,4,mantle_cell,NA,NA,NA
Relative,2007–2021,persons,35–44,4,mantle_cell,0.871,0.763,0.934
Relative,2007–2021,persons,45–54,4,mantle_cell,0.869,0.825,0.903
Relative,2007–2021,persons,55–64,4,mantle_cell,0.78,0.747,0.81
Relative,2007–2021,persons,65–74,4,mantle_cell,0.69,0.658,0.72
Relative,2007–2021,persons,75–84,4,mantle_cell,0.568,0.529,0.607
Relative,2007–2021,persons,85+,4,mantle_cell,0.41,0.328,0.497
Relative,2007–2021,persons,5–14,5,mantle_cell,NA,NA,NA
Relative,2007–2021,persons,15–24,5,mantle_cell,NA,NA,NA
