survival_type,period,sex,age_group,years_since_dx,subtype,survival_pct,ci_lower,ci_upper
Observed,2007–2021,females,15–24,2,dlbcl,0.941,0.865,0.975
Observed,2007–2021,females,25–34,2,dlbcl,0.929,0.885,0.957
Observed,2007–2021,females,35–44,2,dlbcl,0.908,0.877,0.931
Observed,2007–2021,females,45–54,2,dlbcl,0.874,0.852,0.893
Observed,2007–2021,females,55–64,2,dlbcl,0.85,0.834,0.865
Observed,2007–2021,females,65–74,2,dlbcl,0.769,0.754,0.784
Observed,2007–2021,females,75–84,2,dlbcl,0.576,0.558,0.594
Observed,2007–2021,females,85+,2,dlbcl,0.341,0.317,0.366
Observed,2007–2021,females,5–14,3,dlbcl,0.853,0.655,0.942
Observed,2007–2021,females,15–24,3,dlbcl,0.931,0.853,0.968
Observed,2007–2021,females,25–34,3,dlbcl,0.92,0.874,0.949
Observed,2007–2021,females,35–44,3,dlbcl,0.887,0.855,0.913
Observed,2007–2021,females,45–54,3,dlbcl,0.851,0.828,0.872
Observed,2007–2021,females,55–64,3,dlbcl,0.825,0.808,0.84
Observed,2007–2021,females,65–74,3,dlbcl,0.73,0.714,0.746
Observed,2007–2021,females,75–84,3,dlbcl,0.527,0.509,0.545
Observed,2007–2021,females,85+,3,dlbcl,0.291,0.267,0.315
Observed,2007–2021,females,5–14,4,dlbcl,NA,NA,NA
Observed,2007–2021,females,15–24,4,dlbcl,0.931,0.853,0.968
Observed,2007–2021,females,25–34,4,dlbcl,0.92,0.874,0.949
Observed,2007–2021,females,35–44,4,dlbcl,0.883,0.85,0.909
Observed,2007–2021,females,45–54,4,dlbcl,0.832,0.808,0.854
Observed,2007–2021,females,55–64,4,dlbcl,0.807,0.789,0.823
Observed,2007–2021,females,65–74,4,dlbcl,0.698,0.681,0.714
Observed,2007–2021,females,75–84,4,dlbcl,0.483,0.465,0.501
Observed,2007–2021,females,85+,4,dlbcl,0.241,0.219,0.264
Observed,2007–2021,females,5–14,5,dlbcl,NA,NA,NA
Observed,2007–2021,females,15–24,5,dlbcl,0.931,0.853,0.968
Observed,2007–2021,females,25–34,5,dlbcl,0.915,0.869,0.946
Observed,2007–2021,females,35–44,5,dlbcl,0.874,0.84,0.901
Observed,2007–2021,females,45–54,5,dlbcl,0.823,0.798,0.845
Observed,2007–2021,females,55–64,5,dlbcl,0.787,0.769,0.804
Observed,2007–2021,females,65–74,5,dlbcl,0.667,0.649,0.684
Observed,2007–2021,females,75–84,5,dlbcl,0.438,0.419,0.455
Observed,2007–2021,females,85+,5,dlbcl,0.204,0.183,0.226
Observed,2007–2021,males,5–14,1,dlbcl,1,0.929,1
Observed,2007–2021,males,15–24,1,dlbcl,0.943,0.894,0.97
Observed,2007–2021,males,25–34,1,dlbcl,0.953,0.924,0.972
Observed,2007–2021,males,35–44,1,dlbcl,0.936,0.915,0.951
Observed,2007–2021,males,45–54,1,dlbcl,0.901,0.885,0.915
Observed,2007–2021,males,55–64,1,dlbcl,0.88,0.868,0.891
Observed,2007–2021,males,65–74,1,dlbcl,0.821,0.809,0.832
Observed,2007–2021,males,75–84,1,dlbcl,0.675,0.66,0.69
Observed,2007–2021,males,85+,1,dlbcl,0.437,0.409,0.464
Observed,2007–2021,males,5–14,2,dlbcl,0.951,0.818,0.9880000000000002
Observed,2007–2021,males,15–24,2,dlbcl,0.913,0.857,0.948
Observed,2007–2021,males,25–34,2,dlbcl,0.915,0.879,0.941
Observed,2007–2021,males,35–44,2,dlbcl,0.881,0.855,0.903
Observed,2007–2021,males,45–54,2,dlbcl,0.848,0.829,0.865
Observed,2007–2021,males,55–64,2,dlbcl,0.81,0.796,0.824
Observed,2007–2021,males,65–74,2,dlbcl,0.737,0.723,0.75
Observed,2007–2021,males,75–84,2,dlbcl,0.577,0.561,0.593
Observed,2007–2021,males,85+,2,dlbcl,0.331,0.305,0.357
Observed,2007–2021,males,5–14,3,dlbcl,0.951,0.818,0.9880000000000002
Observed,2007–2021,males,15–24,3,dlbcl,0.894,0.835,0.933
Observed,2007–2021,males,25–34,3,dlbcl,0.896,0.857,0.925
Observed,2007–2021,males,35–44,3,dlbcl,0.87,0.843,0.893
Observed,2007–2021,males,45–54,3,dlbcl,0.83,0.81,0.847
Observed,2007–2021,males,55–64,3,dlbcl,0.781,0.765,0.795
Observed,2007–2021,males,65–74,3,dlbcl,0.694,0.679,0.708
Observed,2007–2021,males,75–84,3,dlbcl,0.52,0.503,0.536
Observed,2007–2021,males,85+,3,dlbcl,0.266,0.242,0.291
Observed,2007–2021,males,5–14,4,dlbcl,0.951,0.818,0.9880000000000002
Observed,2007–2021,males,15–24,4,dlbcl,0.876,0.814,0.918
Observed,2007–2021,males,25–34,4,dlbcl,0.89,0.85,0.92
Observed,2007–2021,males,35–44,4,dlbcl,0.861,0.834,0.885
Observed,2007–2021,males,45–54,4,dlbcl,0.81,0.79,0.829
Observed,2007–2021,males,55–64,4,dlbcl,0.756,0.74,0.771
Observed,2007–2021,males,65–74,4,dlbcl,0.653,0.637,0.667
Observed,2007–2021,males,75–84,4,dlbcl,0.467,0.45,0.483
Observed,2007–2021,males,85+,4,dlbcl,0.214,0.191,0.237
Observed,2007–2021,males,5–14,5,dlbcl,0.951,0.818,0.9880000000000002
Observed,2007–2021,males,15–24,5,dlbcl,0.876,0.814,0.918
Observed,2007–2021,males,25–34,5,dlbcl,0.88,0.839,0.911
Observed,2007–2021,males,35–44,5,dlbcl,0.856,0.828,0.88
Observed,2007–2021,males,45–54,5,dlbcl,0.797,0.776,0.816
Observed,2007–2021,males,55–64,5,dlbcl,0.731,0.715,0.747
Observed,2007–2021,males,65–74,5,dlbcl,0.624,0.608,0.639
Observed,2007–2021,males,75–84,5,dlbcl,0.416,0.399,0.432
Observed,2007–2021,males,85+,5,dlbcl,0.172,0.151,0.195
Observed,2007–2021,persons,5–14,1,dlbcl,0.956,0.869,0.9860000000000002
Observed,2007–2021,persons,15–24,1,dlbcl,0.946,0.91,0.969
Observed,2007–2021,persons,25–34,1,dlbcl,0.961,0.94,0.974
Observed,2007–2021,persons,35–44,1,dlbcl,0.938,0.922,0.95
Observed,2007–2021,persons,45–54,1,dlbcl,0.907,0.895,0.917
Observed,2007–2021,persons,55–64,1,dlbcl,0.888,0.879,0.896
Observed,2007–2021,persons,65–74,1,dlbcl,0.828,0.819,0.837
Observed,2007–2021,persons,75–84,1,dlbcl,0.671,0.659,0.682
Observed,2007–2021,persons,85+,1,dlbcl,0.443,0.423,0.462
Observed,2007–2021,persons,5–14,2,dlbcl,0.912,0.814,0.959
Observed,2007–2021,persons,15–24,2,dlbcl,0.923,0.882,0.95
Observed,2007–2021,persons,25–34,2,dlbcl,0.921,0.894,0.941
Observed,2007–2021,persons,35–44,2,dlbcl,0.892,0.872,0.908
Observed,2007–2021,persons,45–54,2,dlbcl,0.858,0.844,0.871
Observed,2007–2021,persons,55–64,2,dlbcl,0.827,0.816,0.837
Observed,2007–2021,persons,65–74,2,dlbcl,0.751,0.74,0.761
Observed,2007–2021,persons,75–84,2,dlbcl,0.577,0.565,0.589
Observed,2007–2021,persons,85+,2,dlbcl,0.336,0.318,0.354
Observed,2007–2021,persons,5–14,3,dlbcl,0.912,0.814,0.959
Observed,2007–2021,persons,15–24,3,dlbcl,0.907,0.864,0.937
Observed,2007–2021,persons,25–34,3,dlbcl,0.906,0.877,0.928
Observed,2007–2021,persons,35–44,3,dlbcl,0.877,0.856,0.894
Observed,2007–2021,persons,45–54,3,dlbcl,0.838,0.823,0.852
Observed,2007–2021,persons,55–64,3,dlbcl,0.799,0.787,0.81
Observed,2007–2021,persons,65–74,3,dlbcl,0.709,0.699,0.72
Observed,2007–2021,persons,75–84,3,dlbcl,0.523,0.511,0.535
Observed,2007–2021,persons,85+,3,dlbcl,0.279,0.262,0.297
Observed,2007–2021,persons,5–14,4,dlbcl,0.912,0.814,0.959
Observed,2007–2021,persons,15–24,4,dlbcl,0.896,0.851,0.928
Observed,2007–2021,persons,25–34,4,dlbcl,0.902,0.873,0.924
Observed,2007–2021,persons,35–44,4,dlbcl,0.87,0.849,0.888
Observed,2007–2021,persons,45–54,4,dlbcl,0.819,0.804,0.834
Observed,2007–2021,persons,55–64,4,dlbcl,0.777,0.765,0.788
Observed,2007–2021,persons,65–74,4,dlbcl,0.672,0.661,0.683
Observed,2007–2021,persons,75–84,4,dlbcl,0.474,0.462,0.487
Observed,2007–2021,persons,85+,4,dlbcl,0.229,0.213,0.245
Observed,2007–2021,persons,5–14,5,dlbcl,0.912,0.814,0.959
Observed,2007–2021,persons,15–24,5,dlbcl,0.896,0.851,0.928
Observed,2007–2021,persons,25–34,5,dlbcl,0.894,0.865,0.918
Observed,2007–2021,persons,35–44,5,dlbcl,0.863,0.842,0.881
Observed,2007–2021,persons,45–54,5,dlbcl,0.807,0.791,0.822
Observed,2007–2021,persons,55–64,5,dlbcl,0.754,0.742,0.766
Observed,2007–2021,persons,65–74,5,dlbcl,0.642,0.631,0.654
Observed,2007–2021,persons,75–84,5,dlbcl,0.426,0.414,0.438
Observed,2007–2021,persons,85+,5,dlbcl,0.189,0.174,0.205
Observed,2012–2016,females,5–14,1,dlbcl,NA,NA,NA
Observed,2012–2016,females,15–24,1,dlbcl,0.935,0.763,0.983
Observed,2012–2016,females,25–34,1,dlbcl,0.956,0.871,0.9860000000000002
Observed,2012–2016,females,35–44,1,dlbcl,0.954,0.905,0.978
Observed,2012–2016,females,45–54,1,dlbcl,0.932,0.9,0.954
Observed,2012–2016,females,55–64,1,dlbcl,0.908,0.884,0.927
Observed,2012–2016,females,65–74,1,dlbcl,0.852,0.828,0.873
Observed,2012–2016,females,75–84,1,dlbcl,0.68,0.65,0.708
Observed,2012–2016,females,85+,1,dlbcl,0.455,0.41,0.499
Observed,2012–2016,females,5–14,2,dlbcl,NA,NA,NA
Observed,2012–2016,females,15–24,2,dlbcl,0.935,0.763,0.983
Observed,2012–2016,females,25–34,2,dlbcl,0.868,0.763,0.929
Observed,2012–2016,females,35–44,2,dlbcl,0.914,0.857,0.949
Observed,2012–2016,females,45–54,2,dlbcl,0.884,0.845,0.913
Observed,2012–2016,females,55–64,2,dlbcl,0.86,0.832,0.884
Observed,2012–2016,females,65–74,2,dlbcl,0.77,0.742,0.795
Observed,2012–2016,females,75–84,2,dlbcl,0.584,0.553,0.614
Observed,2012–2016,females,85+,2,dlbcl,0.342,0.299,0.385
Observed,2012–2016,females,5–14,3,dlbcl,NA,NA,NA
Observed,2012–2016,females,15–24,3,dlbcl,0.904,0.731,0.968
Observed,2012–2016,females,25–34,3,dlbcl,0.854,0.746,0.919
Observed,2012–2016,females,35–44,3,dlbcl,0.89,0.829,0.93
Observed,2012–2016,females,45–54,3,dlbcl,0.861,0.82,0.893
Observed,2012–2016,females,55–64,3,dlbcl,0.836,0.806,0.861
Observed,2012–2016,females,65–74,3,dlbcl,0.739,0.71,0.765
Observed,2012–2016,females,75–84,3,dlbcl,0.538,0.506,0.568
Observed,2012–2016,females,85+,3,dlbcl,0.288,0.247,0.329
Observed,2012–2016,females,5–14,4,dlbcl,NA,NA,NA
Observed,2012–2016,females,15–24,4,dlbcl,0.904,0.731,0.968
Observed,2012–2016,females,25–34,4,dlbcl,0.854,0.746,0.919
Observed,2012–2016,females,35–44,4,dlbcl,0.878,0.815,0.92
Observed,2012–2016,females,45–54,4,dlbcl,0.846,0.804,0.88
Observed,2012–2016,females,55–64,4,dlbcl,0.823,0.792,0.849
Observed,2012–2016,females,65–74,4,dlbcl,0.715,0.685,0.742
Observed,2012–2016,females,75–84,4,dlbcl,0.487,0.455,0.517
Observed,2012–2016,females,85+,4,dlbcl,0.235,0.198,0.275
Observed,2012–2016,females,5–14,5,dlbcl,NA,NA,NA
Observed,2012–2016,females,15–24,5,dlbcl,0.904,0.731,0.968
Observed,2012–2016,females,25–34,5,dlbcl,0.854,0.746,0.919
Observed,2012–2016,females,35–44,5,dlbcl,0.866,0.802,0.911
Observed,2012–2016,females,45–54,5,dlbcl,0.834,0.79,0.869
Observed,2012–2016,females,55–64,5,dlbcl,0.803,0.771,0.831
Observed,2012–2016,females,65–74,5,dlbcl,0.686,0.655,0.715
Observed,2012–2016,females,75–84,5,dlbcl,0.436,0.405,0.467
Observed,2012–2016,females,85+,5,dlbcl,0.196,0.16,0.234
Observed,2012–2016,males,5–14,1,dlbcl,NA,NA,NA
Observed,2012–2016,males,15–24,1,dlbcl,0.978,0.852,0.997
Observed,2012–2016,males,25–34,1,dlbcl,0.969,0.907,0.99
Observed,2012–2016,males,35–44,1,dlbcl,0.943,0.907,0.965
Observed,2012–2016,males,45–54,1,dlbcl,0.907,0.879,0.929
Observed,2012–2016,males,55–64,1,dlbcl,0.883,0.861,0.901
Observed,2012–2016,males,65–74,1,dlbcl,0.841,0.82,0.859
Observed,2012–2016,males,75–84,1,dlbcl,0.673,0.645,0.698
Observed,2012–2016,males,85+,1,dlbcl,0.433,0.387,0.479
Observed,2012–2016,males,5–14,2,dlbcl,NA,NA,NA
Observed,2012–2016,males,15–24,2,dlbcl,0.978,0.852,0.997
Observed,2012–2016,males,25–34,2,dlbcl,0.94,0.872,0.973
Observed,2012–2016,males,35–44,2,dlbcl,0.883,0.838,0.916
Observed,2012–2016,males,45–54,2,dlbcl,0.857,0.825,0.884
Observed,2012–2016,males,55–64,2,dlbcl,0.811,0.785,0.834
Observed,2012–2016,males,65–74,2,dlbcl,0.754,0.73,0.776
Observed,2012–2016,males,75–84,2,dlbcl,0.572,0.544,0.6
Observed,2012–2016,males,85+,2,dlbcl,0.332,0.288,0.377
Observed,2012–2016,males,5–14,3,dlbcl,NA,NA,NA
Observed,2012–2016,males,15–24,3,dlbcl,0.978,0.852,0.997
Observed,2012–2016,males,25–34,3,dlbcl,0.93,0.859,0.966
Observed,2012–2016,males,35–44,3,dlbcl,0.875,0.829,0.91
Observed,2012–2016,males,45–54,3,dlbcl,0.832,0.798,0.861
Observed,2012–2016,males,55–64,3,dlbcl,0.785,0.759,0.81
Observed,2012–2016,males,65–74,3,dlbcl,0.709,0.684,0.733
Observed,2012–2016,males,75–84,3,dlbcl,0.515,0.486,0.543
Observed,2012–2016,males,85+,3,dlbcl,0.265,0.224,0.309
Observed,2012–2016,males,5–14,4,dlbcl,NA,NA,NA
Observed,2012–2016,males,15–24,4,dlbcl,0.96,0.847,0.99
Observed,2012–2016,males,25–34,4,dlbcl,0.93,0.859,0.966
Observed,2012–2016,males,35–44,4,dlbcl,0.867,0.82,0.903
Observed,2012–2016,males,45–54,4,dlbcl,0.818,0.783,0.849
Observed,2012–2016,males,55–64,4,dlbcl,0.764,0.737,0.789
Observed,2012–2016,males,65–74,4,dlbcl,0.673,0.646,0.698
Observed,2012–2016,males,75–84,4,dlbcl,0.468,0.439,0.497
Observed,2012–2016,males,85+,4,dlbcl,0.221,0.182,0.263
Observed,2012–2016,males,5–14,5,dlbcl,NA,NA,NA
Observed,2012–2016,males,15–24,5,dlbcl,0.96,0.847,0.99
Observed,2012–2016,males,25–34,5,dlbcl,0.93,0.859,0.966
Observed,2012–2016,males,35–44,5,dlbcl,0.858,0.81,0.895
Observed,2012–2016,males,45–54,5,dlbcl,0.801,0.765,0.833
Observed,2012–2016,males,55–64,5,dlbcl,0.744,0.715,0.769
Observed,2012–2016,males,65–74,5,dlbcl,0.639,0.612,0.666
Observed,2012–2016,males,75–84,5,dlbcl,0.414,0.385,0.443
Observed,2012–2016,males,85+,5,dlbcl,0.175,0.138,0.216
Observed,2012–2016,persons,5–14,1,dlbcl,NA,NA,NA
Observed,2012–2016,persons,15–24,1,dlbcl,0.96,0.882,0.9870000000000002
Observed,2012–2016,persons,25–34,1,dlbcl,0.964,0.921,0.9840000000000002
Observed,2012–2016,persons,35–44,1,dlbcl,0.947,0.92,0.965
Observed,2012–2016,persons,45–54,1,dlbcl,0.917,0.897,0.933
Observed,2012–2016,persons,55–64,1,dlbcl,0.893,0.877,0.907
Observed,2012–2016,persons,65–74,1,dlbcl,0.846,0.83,0.86
Observed,2012–2016,persons,75–84,1,dlbcl,0.676,0.656,0.695
Observed,2012–2016,persons,85+,1,dlbcl,0.445,0.412,0.477
Observed,2012–2016,persons,5–14,2,dlbcl,NA,NA,NA
Observed,2012–2016,persons,15–24,2,dlbcl,0.96,0.882,0.9870000000000002
Observed,2012–2016,persons,25–34,2,dlbcl,0.911,0.858,0.946
Observed,2012–2016,persons,35–44,2,dlbcl,0.895,0.861,0.92
Observed,2012–2016,persons,45–54,2,dlbcl,0.868,0.844,0.888
Observed,2012–2016,persons,55–64,2,dlbcl,0.831,0.813,0.848
Observed,2012–2016,persons,65–74,2,dlbcl,0.761,0.743,0.778
Observed,2012–2016,persons,75–84,2,dlbcl,0.578,0.557,0.598
Observed,2012–2016,persons,85+,2,dlbcl,0.337,0.306,0.368
Observed,2012–2016,persons,5–14,3,dlbcl,NA,NA,NA
Observed,2012–2016,persons,15–24,3,dlbcl,0.948,0.868,0.98
Observed,2012–2016,persons,25–34,3,dlbcl,0.9,0.844,0.936
Observed,2012–2016,persons,35–44,3,dlbcl,0.88,0.845,0.908
Observed,2012–2016,persons,45–54,3,dlbcl,0.844,0.818,0.866
Observed,2012–2016,persons,55–64,3,dlbcl,0.806,0.787,0.824
Observed,2012–2016,persons,65–74,3,dlbcl,0.722,0.703,0.74
Observed,2012–2016,persons,75–84,3,dlbcl,0.526,0.504,0.546
Observed,2012–2016,persons,85+,3,dlbcl,0.277,0.248,0.307
Observed,2012–2016,persons,5–14,4,dlbcl,NA,NA,NA
Observed,2012–2016,persons,15–24,4,dlbcl,0.937,0.854,0.973
Observed,2012–2016,persons,25–34,4,dlbcl,0.9,0.844,0.936
Observed,2012–2016,persons,35–44,4,dlbcl,0.87,0.834,0.899
Observed,2012–2016,persons,45–54,4,dlbcl,0.829,0.803,0.853
Observed,2012–2016,persons,55–64,4,dlbcl,0.788,0.768,0.807
Observed,2012–2016,persons,65–74,4,dlbcl,0.691,0.671,0.71
Observed,2012–2016,persons,75–84,4,dlbcl,0.477,0.455,0.498
Observed,2012–2016,persons,85+,4,dlbcl,0.229,0.201,0.257
Observed,2012–2016,persons,5–14,5,dlbcl,NA,NA,NA
Observed,2012–2016,persons,15–24,5,dlbcl,0.937,0.854,0.973
Observed,2012–2016,persons,25–34,5,dlbcl,0.9,0.844,0.936
Observed,2012–2016,persons,35–44,5,dlbcl,0.86,0.823,0.89
Observed,2012–2016,persons,45–54,5,dlbcl,0.814,0.787,0.839
Observed,2012–2016,persons,55–64,5,dlbcl,0.768,0.747,0.787
Observed,2012–2016,persons,65–74,5,dlbcl,0.66,0.639,0.679
Observed,2012–2016,persons,75–84,5,dlbcl,0.425,0.403,0.446
Observed,2012–2016,persons,85+,5,dlbcl,0.186,0.16,0.214
Observed,2017–2021,females,5–14,1,dlbcl,NA,NA,NA
Observed,2017–2021,females,15–24,1,dlbcl,0.958,0.739,0.994
Observed,2017–2021,females,25–34,1,dlbcl,0.9850000000000002,0.901,0.998
Observed,2017–2021,females,35–44,1,dlbcl,0.944,0.892,0.972
Observed,2017–2021,females,45–54,1,dlbcl,0.898,0.861,0.926
Observed,2017–2021,females,55–64,1,dlbcl,0.897,0.873,0.917
Observed,2017–2021,females,65–74,1,dlbcl,0.839,0.817,0.859
Observed,2017–2021,females,75–84,1,dlbcl,0.687,0.659,0.713
Observed,2017–2021,females,85+,1,dlbcl,0.481,0.438,0.523
Observed,2017–2021,females,5–14,2,dlbcl,NA,NA,NA
Observed,2017–2021,females,15–24,2,dlbcl,0.958,0.739,0.994
Observed,2017–2021,females,25–34,2,dlbcl,0.957,0.873,0.9860000000000002
Observed,2017–2021,females,35–44,2,dlbcl,0.922,0.863,0.956
Observed,2017–2021,females,45–54,2,dlbcl,0.863,0.822,0.895
Observed,2017–2021,females,55–64,2,dlbcl,0.858,0.832,0.881
Observed,2017–2021,females,65–74,2,dlbcl,0.779,0.754,0.802
Observed,2017–2021,females,75–84,2,dlbcl,0.608,0.579,0.636
Observed,2017–2021,females,85+,2,dlbcl,0.382,0.341,0.423
Observed,2017–2021,females,5–14,3,dlbcl,NA,NA,NA
Observed,2017–2021,females,15–24,3,dlbcl,0.958,0.739,0.994
Observed,2017–2021,females,25–34,3,dlbcl,0.944,0.857,0.979
Observed,2017–2021,females,35–44,3,dlbcl,0.882,0.815,0.926
Observed,2017–2021,females,45–54,3,dlbcl,0.84,0.797,0.875
Observed,2017–2021,females,55–64,3,dlbcl,0.831,0.802,0.856
Observed,2017–2021,females,65–74,3,dlbcl,0.737,0.711,0.762
Observed,2017–2021,females,75–84,3,dlbcl,0.554,0.524,0.582
Observed,2017–2021,females,85+,3,dlbcl,0.33,0.29,0.369
Observed,2017–2021,females,5–14,4,dlbcl,NA,NA,NA
Observed,2017–2021,females,15–24,4,dlbcl,0.958,0.739,0.994
Observed,2017–2021,females,25–34,4,dlbcl,0.944,0.857,0.979
Observed,2017–2021,females,35–44,4,dlbcl,0.882,0.815,0.926
Observed,2017–2021,females,45–54,4,dlbcl,0.814,0.769,0.851
Observed,2017–2021,females,55–64,4,dlbcl,0.814,0.784,0.84
Observed,2017–2021,females,65–74,4,dlbcl,0.705,0.678,0.731
Observed,2017–2021,females,75–84,4,dlbcl,0.513,0.483,0.542
Observed,2017–2021,females,85+,4,dlbcl,0.287,0.249,0.326
Observed,2017–2021,females,5–14,5,dlbcl,NA,NA,NA
Observed,2017–2021,females,15–24,5,dlbcl,0.958,0.739,0.994
Observed,2017–2021,females,25–34,5,dlbcl,0.944,0.857,0.979
Observed,2017–2021,females,35–44,5,dlbcl,0.882,0.815,0.926
Observed,2017–2021,females,45–54,5,dlbcl,0.805,0.76,0.843
Observed,2017–2021,females,55–64,5,dlbcl,0.794,0.763,0.821
Observed,2017–2021,females,65–74,5,dlbcl,0.67,0.642,0.697
Observed,2017–2021,females,75–84,5,dlbcl,0.472,0.442,0.501
Observed,2017–2021,females,85+,5,dlbcl,0.248,0.212,0.286
Observed,2017–2021,males,5–14,1,dlbcl,NA,NA,NA
Observed,2017–2021,males,15–24,1,dlbcl,0.939,0.824,0.98
Observed,2017–2021,males,25–34,1,dlbcl,0.956,0.887,0.983
Observed,2017–2021,males,35–44,1,dlbcl,0.944,0.905,0.967
Observed,2017–2021,males,45–54,1,dlbcl,0.922,0.896,0.942
Observed,2017–2021,males,55–64,1,dlbcl,0.891,0.87,0.908
Observed,2017–2021,males,65–74,1,dlbcl,0.825,0.806,0.843
Observed,2017–2021,males,75–84,1,dlbcl,0.702,0.678,0.725
Observed,2017–2021,males,85+,1,dlbcl,0.458,0.415,0.5
Observed,2017–2021,males,5–14,2,dlbcl,NA,NA,NA
Observed,2017–2021,males,15–24,2,dlbcl,0.9,0.776,0.957
Observed,2017–2021,males,25–34,2,dlbcl,0.932,0.855,0.969
Observed,2017–2021,males,35–44,2,dlbcl,0.902,0.856,0.935
Observed,2017–2021,males,45–54,2,dlbcl,0.877,0.846,0.903
Observed,2017–2021,males,55–64,2,dlbcl,0.828,0.804,0.85
Observed,2017–2021,males,65–74,2,dlbcl,0.744,0.722,0.764
Observed,2017–2021,males,75–84,2,dlbcl,0.61,0.584,0.634
Observed,2017–2021,males,85+,2,dlbcl,0.358,0.318,0.398
Observed,2017–2021,males,5–14,3,dlbcl,NA,NA,NA
Observed,2017–2021,males,15–24,3,dlbcl,0.856,0.721,0.929
Observed,2017–2021,males,25–34,3,dlbcl,0.909,0.826,0.953
Observed,2017–2021,males,35–44,3,dlbcl,0.89,0.841,0.924
Observed,2017–2021,males,45–54,3,dlbcl,0.859,0.826,0.886
Observed,2017–2021,males,55–64,3,dlbcl,0.797,0.771,0.82
Observed,2017–2021,males,65–74,3,dlbcl,0.706,0.684,0.727
Observed,2017–2021,males,75–84,3,dlbcl,0.555,0.529,0.581
Observed,2017–2021,males,85+,3,dlbcl,0.286,0.248,0.324
Observed,2017–2021,males,5–14,4,dlbcl,NA,NA,NA
Observed,2017–2021,males,15–24,4,dlbcl,0.832,0.692,0.913
Observed,2017–2021,males,25–34,4,dlbcl,0.909,0.826,0.953
Observed,2017–2021,males,35–44,4,dlbcl,0.881,0.832,0.917
Observed,2017–2021,males,45–54,4,dlbcl,0.841,0.807,0.869
Observed,2017–2021,males,55–64,4,dlbcl,0.773,0.747,0.798
Observed,2017–2021,males,65–74,4,dlbcl,0.661,0.638,0.684
Observed,2017–2021,males,75–84,4,dlbcl,0.492,0.466,0.518
Observed,2017–2021,males,85+,4,dlbcl,0.225,0.191,0.261
Observed,2017–2021,males,5–14,5,dlbcl,NA,NA,NA
Observed,2017–2021,males,15–24,5,dlbcl,0.832,0.692,0.913
Observed,2017–2021,males,25–34,5,dlbcl,0.875,0.786,0.929
Observed,2017–2021,males,35–44,5,dlbcl,0.877,0.827,0.913
Observed,2017–2021,males,45–54,5,dlbcl,0.833,0.799,0.862
Observed,2017–2021,males,55–64,5,dlbcl,0.75,0.723,0.776
Observed,2017–2021,males,65–74,5,dlbcl,0.636,0.612,0.659
Observed,2017–2021,males,75–84,5,dlbcl,0.441,0.415,0.467
Observed,2017–2021,males,85+,5,dlbcl,0.187,0.155,0.221
Observed,2017–2021,persons,5–14,1,dlbcl,NA,NA,NA
Observed,2017–2021,persons,15–24,1,dlbcl,0.946,0.862,0.979
Observed,2017–2021,persons,25–34,1,dlbcl,0.969,0.926,0.9870000000000002
Observed,2017–2021,persons,35–44,1,dlbcl,0.944,0.915,0.963
Observed,2017–2021,persons,45–54,1,dlbcl,0.913,0.892,0.93
Observed,2017–2021,persons,55–64,1,dlbcl,0.893,0.878,0.907
Observed,2017–2021,persons,65–74,1,dlbcl,0.831,0.817,0.844
Observed,2017–2021,persons,75–84,1,dlbcl,0.696,0.678,0.713
Observed,2017–2021,persons,85+,1,dlbcl,0.47,0.44,0.5
Observed,2017–2021,persons,5–14,2,dlbcl,NA,NA,NA
Observed,2017–2021,persons,15–24,2,dlbcl,0.919,0.829,0.963
Observed,2017–2021,persons,25–34,2,dlbcl,0.943,0.893,0.97
Observed,2017–2021,persons,35–44,2,dlbcl,0.91,0.875,0.935
Observed,2017–2021,persons,45–54,2,dlbcl,0.872,0.848,0.892
Observed,2017–2021,persons,55–64,2,dlbcl,0.841,0.823,0.857
Observed,2017–2021,persons,65–74,2,dlbcl,0.758,0.742,0.774
Observed,2017–2021,persons,75–84,2,dlbcl,0.609,0.59,0.628
Observed,2017–2021,persons,85+,2,dlbcl,0.37,0.341,0.399
Observed,2017–2021,persons,5–14,3,dlbcl,NA,NA,NA
Observed,2017–2021,persons,15–24,3,dlbcl,0.893,0.797,0.945
Observed,2017–2021,persons,25–34,3,dlbcl,0.924,0.87,0.956
Observed,2017–2021,persons,35–44,3,dlbcl,0.888,0.85,0.916
Observed,2017–2021,persons,45–54,3,dlbcl,0.852,0.826,0.873
Observed,2017–2021,persons,55–64,3,dlbcl,0.811,0.792,0.828
Observed,2017–2021,persons,65–74,3,dlbcl,0.719,0.702,0.735
Observed,2017–2021,persons,75–84,3,dlbcl,0.555,0.535,0.574
Observed,2017–2021,persons,85+,3,dlbcl,0.308,0.28,0.335
Observed,2017–2021,persons,5–14,4,dlbcl,NA,NA,NA
Observed,2017–2021,persons,15–24,4,dlbcl,0.88,0.782,0.936
Observed,2017–2021,persons,25–34,4,dlbcl,0.924,0.87,0.956
Observed,2017–2021,persons,35–44,4,dlbcl,0.882,0.845,0.911
Observed,2017–2021,persons,45–54,4,dlbcl,0.83,0.804,0.854
Observed,2017–2021,persons,55–64,4,dlbcl,0.79,0.771,0.808
Observed,2017–2021,persons,65–74,4,dlbcl,0.679,0.662,0.696
Observed,2017–2021,persons,75–84,4,dlbcl,0.502,0.482,0.521
Observed,2017–2021,persons,85+,4,dlbcl,0.255,0.23,0.282
