year,cancer_group,duration,sex,age_group,prevalence
2025,Non-Hodgkin lymphoma,1,females,15–24,14
2025,Non-Hodgkin lymphoma,1,females,25–34,55
2025,Non-Hodgkin lymphoma,1,females,35–44,99
2025,Non-Hodgkin lymphoma,1,females,45–54,199
2025,Non-Hodgkin lymphoma,1,females,55–64,487
2025,Non-Hodgkin lymphoma,1,females,5–14,12
2025,Non-Hodgkin lymphoma,1,females,65–74,773
2025,Non-Hodgkin lymphoma,1,females,75–84,760
2025,Non-Hodgkin lymphoma,1,females,85+,305
2025,Non-Hodgkin lymphoma,1,males,15–24,36
2025,Non-Hodgkin lymphoma,1,males,25–34,56
2025,Non-Hodgkin lymphoma,1,males,35–44,124
2025,Non-Hodgkin lymphoma,1,males,45–54,300
2025,Non-Hodgkin lymphoma,1,males,55–64,665
2025,Non-Hodgkin lymphoma,1,males,5–14,27
2025,Non-Hodgkin lymphoma,1,males,65–74,1020
2025,Non-Hodgkin lymphoma,1,males,75–84,1030
2025,Non-Hodgkin lymphoma,1,males,85+,320
2025,Non-Hodgkin lymphoma,5,females,15–24,58
2025,Non-Hodgkin lymphoma,5,females,25–34,214
2025,Non-Hodgkin lymphoma,5,females,35–44,424
2025,Non-Hodgkin lymphoma,5,females,45–54,868
2025,Non-Hodgkin lymphoma,5,females,55–64,1935
2025,Non-Hodgkin lymphoma,5,females,5–14,51
2025,Non-Hodgkin lymphoma,5,females,65–74,3235
2025,Non-Hodgkin lymphoma,5,females,75–84,3233
2025,Non-Hodgkin lymphoma,5,females,85+,1372
2025,Non-Hodgkin lymphoma,5,males,15–24,143
2025,Non-Hodgkin lymphoma,5,males,25–34,230
2025,Non-Hodgkin lymphoma,5,males,35–44,525
2025,Non-Hodgkin lymphoma,5,males,45–54,1229
2025,Non-Hodgkin lymphoma,5,males,55–64,2652
2025,Non-Hodgkin lymphoma,5,males,5–14,108
2025,Non-Hodgkin lymphoma,5,males,65–74,4137
2025,Non-Hodgkin lymphoma,5,males,75–84,4209
2025,Non-Hodgkin lymphoma,5,males,85+,1382
2025,Non-Hodgkin lymphoma,10,females,15–24,98
2025,Non-Hodgkin lymphoma,10,females,25–34,328
2025,Non-Hodgkin lymphoma,10,females,35–44,704
2025,Non-Hodgkin lymphoma,10,females,45–54,1390
2025,Non-Hodgkin lymphoma,10,females,55–64,3227
2025,Non-Hodgkin lymphoma,10,females,5–14,68
2025,Non-Hodgkin lymphoma,10,females,65–74,5434
2025,Non-Hodgkin lymphoma,10,females,75–84,5636
2025,Non-Hodgkin lymphoma,10,females,85+,2505
2025,Non-Hodgkin lymphoma,10,males,15–24,267
2025,Non-Hodgkin lymphoma,10,males,25–34,416
2025,Non-Hodgkin lymphoma,10,males,35–44,863
2025,Non-Hodgkin lymphoma,10,males,45–54,1994
2025,Non-Hodgkin lymphoma,10,males,55–64,4314
2025,Non-Hodgkin lymphoma,10,males,5–14,159
2025,Non-Hodgkin lymphoma,10,males,65–74,6933
2025,Non-Hodgkin lymphoma,10,males,75–84,7083
2025,Non-Hodgkin lymphoma,10,males,85+,2506
