year,cancer_group,duration,sex,age_group,prevalence
2016,Hodgkin lymphoma,1,females,85+,9
2016,Hodgkin lymphoma,1,males,15–24,51
2016,Hodgkin lymphoma,1,males,25–34,57
2016,Hodgkin lymphoma,1,males,35–44,43
2016,Hodgkin lymphoma,1,males,45–54,50
2016,Hodgkin lymphoma,1,males,55–64,34
2016,Hodgkin lymphoma,1,males,5–14,16
2016,Hodgkin lymphoma,1,males,65–74,46
2016,Hodgkin lymphoma,1,males,75–84,26
2016,Hodgkin lymphoma,1,males,85+,9
2016,Hodgkin lymphoma,5,females,15–24,278
2016,Hodgkin lymphoma,5,females,25–34,352
2016,Hodgkin lymphoma,5,females,35–44,217
2016,Hodgkin lymphoma,5,females,45–54,144
2016,Hodgkin lymphoma,5,females,55–64,119
2016,Hodgkin lymphoma,5,females,5–14,25
2016,Hodgkin lymphoma,5,females,65–74,124
2016,Hodgkin lymphoma,5,females,75–84,72
2016,Hodgkin lymphoma,5,females,85+,21
2016,Hodgkin lymphoma,5,males,15–24,265
2016,Hodgkin lymphoma,5,males,25–34,359
2016,Hodgkin lymphoma,5,males,35–44,237
2016,Hodgkin lymphoma,5,males,45–54,201
2016,Hodgkin lymphoma,5,males,55–64,179
2016,Hodgkin lymphoma,5,males,5–14,56
2016,Hodgkin lymphoma,5,males,65–74,175
2016,Hodgkin lymphoma,5,males,75–84,101
2016,Hodgkin lymphoma,5,males,85+,26
2016,Hodgkin lymphoma,10,females,15–24,384
2016,Hodgkin lymphoma,10,females,25–34,679
2016,Hodgkin lymphoma,10,females,35–44,467
2016,Hodgkin lymphoma,10,females,45–54,261
2016,Hodgkin lymphoma,10,females,55–64,232
2016,Hodgkin lymphoma,10,females,5–14,30
2016,Hodgkin lymphoma,10,females,65–74,209
2016,Hodgkin lymphoma,10,females,75–84,122
2016,Hodgkin lymphoma,10,females,85+,35
2016,Hodgkin lymphoma,10,males,15–24,386
2016,Hodgkin lymphoma,10,males,25–34,671
2016,Hodgkin lymphoma,10,males,35–44,478
2016,Hodgkin lymphoma,10,males,45–54,398
2016,Hodgkin lymphoma,10,males,55–64,354
2016,Hodgkin lymphoma,10,males,5–14,65
2016,Hodgkin lymphoma,10,males,65–74,302
2016,Hodgkin lymphoma,10,males,75–84,176
2016,Hodgkin lymphoma,10,males,85+,36
2016,Non-Hodgkin lymphoma,1,females,15–24,19
2016,Non-Hodgkin lymphoma,1,females,25–34,45
2016,Non-Hodgkin lymphoma,1,females,35–44,87
2016,Non-Hodgkin lymphoma,1,females,45–54,242
2016,Non-Hodgkin lymphoma,1,females,55–64,397
2016,Non-Hodgkin lymphoma,1,females,5–14,8
2016,Non-Hodgkin lymphoma,1,females,65–74,605
2016,Non-Hodgkin lymphoma,1,females,75–84,445
2016,Non-Hodgkin lymphoma,1,females,85+,194
2016,Non-Hodgkin lymphoma,1,males,15–24,42
2016,Non-Hodgkin lymphoma,1,males,25–34,51
2016,Non-Hodgkin lymphoma,1,males,35–44,136
2016,Non-Hodgkin lymphoma,1,males,45–54,284
2016,Non-Hodgkin lymphoma,1,males,55–64,549
2016,Non-Hodgkin lymphoma,1,males,5–14,33
2016,Non-Hodgkin lymphoma,1,males,65–74,778
2016,Non-Hodgkin lymphoma,1,males,75–84,633
2016,Non-Hodgkin lymphoma,1,males,85+,218
2016,Non-Hodgkin lymphoma,5,females,15–24,74
2016,Non-Hodgkin lymphoma,5,females,25–34,192
2016,Non-Hodgkin lymphoma,5,females,35–44,366
2016,Non-Hodgkin lymphoma,5,females,45–54,938
2016,Non-Hodgkin lymphoma,5,females,55–64,1769
2016,Non-Hodgkin lymphoma,5,females,5–14,28
2016,Non-Hodgkin lymphoma,5,females,65–74,2468
2016,Non-Hodgkin lymphoma,5,females,75–84,1918
2016,Non-Hodgkin lymphoma,5,females,85+,802
2016,Non-Hodgkin lymphoma,5,males,15–24,152
2016,Non-Hodgkin lymphoma,5,males,25–34,250
2016,Non-Hodgkin lymphoma,5,males,35–44,565
2016,Non-Hodgkin lymphoma,5,males,45–54,1179
2016,Non-Hodgkin lymphoma,5,males,55–64,2222
2016,Non-Hodgkin lymphoma,5,males,5–14,104
2016,Non-Hodgkin lymphoma,5,males,65–74,3168
2016,Non-Hodgkin lymphoma,5,males,75–84,2460
2016,Non-Hodgkin lymphoma,5,males,85+,828
2016,Non-Hodgkin lymphoma,10,females,15–24,128
2016,Non-Hodgkin lymphoma,10,females,25–34,305
2016,Non-Hodgkin lymphoma,10,females,35–44,588
2016,Non-Hodgkin lymphoma,10,females,45–54,1471
2016,Non-Hodgkin lymphoma,10,females,55–64,2862
2016,Non-Hodgkin lymphoma,10,females,5–14,40
2016,Non-Hodgkin lymphoma,10,females,65–74,4076
2016,Non-Hodgkin lymphoma,10,females,75–84,3175
2016,Non-Hodgkin lymphoma,10,females,85+,1420
2016,Non-Hodgkin lymphoma,10,males,15–24,257
2016,Non-Hodgkin lymphoma,10,males,25–34,413
2016,Non-Hodgkin lymphoma,10,males,35–44,918
2016,Non-Hodgkin lymphoma,10,males,45–54,1872
2016,Non-Hodgkin lymphoma,10,males,55–64,3627
2016,Non-Hodgkin lymphoma,10,males,5–14,149
2016,Non-Hodgkin lymphoma,10,males,65–74,5186
2016,Non-Hodgkin lymphoma,10,males,75–84,3857
2016,Non-Hodgkin lymphoma,10,males,85+,1374
2017,Hodgkin lymphoma,1,females,15–24,61
2017,Hodgkin lymphoma,1,females,25–34,76
2017,Hodgkin lymphoma,1,females,35–44,36
2017,Hodgkin lymphoma,1,females,45–54,26
2017,Hodgkin lymphoma,1,females,55–64,32
2017,Hodgkin lymphoma,1,females,5–14,11
2017,Hodgkin lymphoma,1,females,65–74,26
2017,Hodgkin lymphoma,1,females,75–84,14
2017,Hodgkin lymphoma,1,females,85+,5
2017,Hodgkin lymphoma,1,males,15–24,68
2017,Hodgkin lymphoma,1,males,25–34,80
2017,Hodgkin lymphoma,1,males,35–44,44
2017,Hodgkin lymphoma,1,males,45–54,50
2017,Hodgkin lymphoma,1,males,55–64,39
2017,Hodgkin lymphoma,1,males,5–14,12
2017,Hodgkin lymphoma,1,males,65–74,59
2017,Hodgkin lymphoma,1,males,75–84,25
2017,Hodgkin lymphoma,1,males,85+,7
2017,Hodgkin lymphoma,5,females,15–24,280
2017,Hodgkin lymphoma,5,females,25–34,363
2017,Hodgkin lymphoma,5,females,35–44,231
2017,Hodgkin lymphoma,5,females,45–54,141
2017,Hodgkin lymphoma,5,females,55–64,130
2017,Hodgkin lymphoma,5,females,5–14,26
2017,Hodgkin lymphoma,5,females,65–74,133
2017,Hodgkin lymphoma,5,females,75–84,71
2017,Hodgkin lymphoma,5,females,85+,26
2017,Hodgkin lymphoma,5,males,15–24,254
2017,Hodgkin lymphoma,5,males,25–34,369
2017,Hodgkin lymphoma,5,males,35–44,236
2017,Hodgkin lymphoma,5,males,45–54,207
2017,Hodgkin lymphoma,5,males,55–64,195
2017,Hodgkin lymphoma,5,males,5–14,51
2017,Hodgkin lymphoma,5,males,65–74,180
2017,Hodgkin lymphoma,5,males,75–84,104
2017,Hodgkin lymphoma,5,males,85+,25
2017,Hodgkin lymphoma,10,females,15–24,380
2017,Hodgkin lymphoma,10,females,25–34,682
2017,Hodgkin lymphoma,10,females,35–44,482
2017,Hodgkin lymphoma,10,females,45–54,273
2017,Hodgkin lymphoma,10,females,55–64,241
2017,Hodgkin lymphoma,10,females,5–14,34
2017,Hodgkin lymphoma,10,females,65–74,220
2017,Hodgkin lymphoma,10,females,75–84,129
2017,Hodgkin lymphoma,10,females,85+,38
2017,Hodgkin lymphoma,10,males,15–24,385
2017,Hodgkin lymphoma,10,males,25–34,691
2017,Hodgkin lymphoma,10,males,35–44,484
2017,Hodgkin lymphoma,10,males,45–54,408
2017,Hodgkin lymphoma,10,males,55–64,370
2017,Hodgkin lymphoma,10,males,5–14,63
2017,Hodgkin lymphoma,10,males,65–74,320
2017,Hodgkin lymphoma,10,males,75–84,183
2017,Hodgkin lymphoma,10,males,85+,36
2017,Non-Hodgkin lymphoma,1,females,15–24,15
2017,Non-Hodgkin lymphoma,1,females,25–34,52
2017,Non-Hodgkin lymphoma,1,females,35–44,89
2017,Non-Hodgkin lymphoma,1,females,45–54,251
2017,Non-Hodgkin lymphoma,1,females,55–64,434
2017,Non-Hodgkin lymphoma,1,females,5–14,5
2017,Non-Hodgkin lymphoma,1,females,65–74,598
2017,Non-Hodgkin lymphoma,1,females,75–84,475
2017,Non-Hodgkin lymphoma,1,females,85+,223
2017,Non-Hodgkin lymphoma,1,males,15–24,29
2017,Non-Hodgkin lymphoma,1,males,25–34,46
2017,Non-Hodgkin lymphoma,1,males,35–44,132
2017,Non-Hodgkin lymphoma,1,males,45–54,318
2017,Non-Hodgkin lymphoma,1,males,55–64,574
2017,Non-Hodgkin lymphoma,1,males,5–14,18
2017,Non-Hodgkin lymphoma,1,males,65–74,936
2017,Non-Hodgkin lymphoma,1,males,75–84,649
2017,Non-Hodgkin lymphoma,1,males,85+,210
2017,Non-Hodgkin lymphoma,5,females,15–24,70
2017,Non-Hodgkin lymphoma,5,females,25–34,196
2017,Non-Hodgkin lymphoma,5,females,35–44,358
2017,Non-Hodgkin lymphoma,5,females,45–54,967
2017,Non-Hodgkin lymphoma,5,females,55–64,1749
2017,Non-Hodgkin lymphoma,5,females,5–14,28
2017,Non-Hodgkin lymphoma,5,females,65–74,2566
2017,Non-Hodgkin lymphoma,5,females,75–84,2038
2017,Non-Hodgkin lymphoma,5,females,85+,868
2017,Non-Hodgkin lymphoma,5,males,15–24,147
2017,Non-Hodgkin lymphoma,5,males,25–34,228
2017,Non-Hodgkin lymphoma,5,males,35–44,563
2017,Non-Hodgkin lymphoma,5,males,45–54,1217
2017,Non-Hodgkin lymphoma,5,males,55–64,2258
2017,Non-Hodgkin lymphoma,5,males,5–14,98
2017,Non-Hodgkin lymphoma,5,males,65–74,3418
2017,Non-Hodgkin lymphoma,5,males,75–84,2541
2017,Non-Hodgkin lymphoma,5,males,85+,891
2017,Non-Hodgkin lymphoma,10,females,15–24,116
2017,Non-Hodgkin lymphoma,10,females,25–34,321
2017,Non-Hodgkin lymphoma,10,females,35–44,595
2017,Non-Hodgkin lymphoma,10,females,45–54,1525
2017,Non-Hodgkin lymphoma,10,females,55–64,2899
2017,Non-Hodgkin lymphoma,10,females,5–14,41
2017,Non-Hodgkin lymphoma,10,females,65–74,4210
2017,Non-Hodgkin lymphoma,10,females,75–84,3393
2017,Non-Hodgkin lymphoma,10,females,85+,1511
2017,Non-Hodgkin lymphoma,10,males,15–24,245
2017,Non-Hodgkin lymphoma,10,males,25–34,404
2017,Non-Hodgkin lymphoma,10,males,35–44,924
2017,Non-Hodgkin lymphoma,10,males,45–54,1939
2017,Non-Hodgkin lymphoma,10,males,55–64,3677
2017,Non-Hodgkin lymphoma,10,males,5–14,151
2017,Non-Hodgkin lymphoma,10,males,65–74,5609
2017,Non-Hodgkin lymphoma,10,males,75–84,4065
2017,Non-Hodgkin lymphoma,10,males,85+,1443
2018,Hodgkin lymphoma,1,females,15–24,69
2018,Hodgkin lymphoma,1,females,25–34,53
2018,Hodgkin lymphoma,1,females,35–44,39
2018,Hodgkin lymphoma,1,females,45–54,24
2018,Hodgkin lymphoma,1,females,55–64,26
2018,Hodgkin lymphoma,1,females,5–14,8
2018,Hodgkin lymphoma,1,females,65–74,22
2018,Hodgkin lymphoma,1,females,75–84,24
2018,Hodgkin lymphoma,1,females,85+,6
2018,Hodgkin lymphoma,1,males,15–24,56
2018,Hodgkin lymphoma,1,males,25–34,65
2018,Hodgkin lymphoma,1,males,35–44,56
2018,Hodgkin lymphoma,1,males,45–54,48
2018,Hodgkin lymphoma,1,males,55–64,53
2018,Hodgkin lymphoma,1,males,5–14,12
2018,Hodgkin lymphoma,1,males,65–74,45
2018,Hodgkin lymphoma,1,males,75–84,31
2018,Hodgkin lymphoma,1,males,85+,4
2018,Hodgkin lymphoma,5,females,15–24,272
2018,Hodgkin lymphoma,5,females,25–34,356
2018,Hodgkin lymphoma,5,females,35–44,232
2018,Hodgkin lymphoma,5,females,45–54,119
2018,Hodgkin lymphoma,5,females,55–64,133
2018,Hodgkin lymphoma,5,females,5–14,27
2018,Hodgkin lymphoma,5,females,65–74,131
2018,Hodgkin lymphoma,5,females,75–84,80
2018,Hodgkin lymphoma,5,females,85+,23
2018,Hodgkin lymphoma,5,males,15–24,258
2018,Hodgkin lymphoma,5,males,25–34,357
2018,Hodgkin lymphoma,5,males,35–44,257
2018,Hodgkin lymphoma,5,males,45–54,223
2018,Hodgkin lymphoma,5,males,55–64,212
2018,Hodgkin lymphoma,5,males,5–14,44
2018,Hodgkin lymphoma,5,males,65–74,176
2018,Hodgkin lymphoma,5,males,75–84,114
2018,Hodgkin lymphoma,5,males,85+,27
2018,Hodgkin lymphoma,10,females,15–24,395
2018,Hodgkin lymphoma,10,females,25–34,672
2018,Hodgkin lymphoma,10,females,35–44,494
2018,Hodgkin lymphoma,10,females,45–54,280
2018,Hodgkin lymphoma,10,females,55–64,257
2018,Hodgkin lymphoma,10,females,5–14,34
2018,Hodgkin lymphoma,10,females,65–74,215
2018,Hodgkin lymphoma,10,females,75–84,150
2018,Hodgkin lymphoma,10,females,85+,41
2018,Hodgkin lymphoma,10,males,15–24,381
2018,Hodgkin lymphoma,10,males,25–34,696
2018,Hodgkin lymphoma,10,males,35–44,517
2018,Hodgkin lymphoma,10,males,45–54,406
2018,Hodgkin lymphoma,10,males,55–64,398
2018,Hodgkin lymphoma,10,males,5–14,61
2018,Hodgkin lymphoma,10,males,65–74,325
2018,Hodgkin lymphoma,10,males,75–84,202
2018,Hodgkin lymphoma,10,males,85+,38
2018,Non-Hodgkin lymphoma,1,females,15–24,14
2018,Non-Hodgkin lymphoma,1,females,25–34,52
2018,Non-Hodgkin lymphoma,1,females,35–44,82
2018,Non-Hodgkin lymphoma,1,females,45–54,196
2018,Non-Hodgkin lymphoma,1,females,55–64,409
2018,Non-Hodgkin lymphoma,1,females,5–14,7
2018,Non-Hodgkin lymphoma,1,females,65–74,645
2018,Non-Hodgkin lymphoma,1,females,75–84,514
2018,Non-Hodgkin lymphoma,1,females,85+,212
2018,Non-Hodgkin lymphoma,1,males,15–24,20
2018,Non-Hodgkin lymphoma,1,males,25–34,64
2018,Non-Hodgkin lymphoma,1,males,35–44,121
2018,Non-Hodgkin lymphoma,1,males,45–54,285
2018,Non-Hodgkin lymphoma,1,males,55–64,609
2018,Non-Hodgkin lymphoma,1,males,5–14,27
2018,Non-Hodgkin lymphoma,1,males,65–74,885
2018,Non-Hodgkin lymphoma,1,males,75–84,677
2018,Non-Hodgkin lymphoma,1,males,85+,230
2018,Non-Hodgkin lymphoma,5,females,15–24,67
2018,Non-Hodgkin lymphoma,5,females,25–34,206
2018,Non-Hodgkin lymphoma,5,females,35–44,345
2018,Non-Hodgkin lymphoma,5,females,45–54,925
2018,Non-Hodgkin lymphoma,5,females,55–64,1752
2018,Non-Hodgkin lymphoma,5,females,5–14,29
2018,Non-Hodgkin lymphoma,5,females,65–74,2716
2018,Non-Hodgkin lymphoma,5,females,75–84,2165
2018,Non-Hodgkin lymphoma,5,females,85+,913
2018,Non-Hodgkin lymphoma,5,males,15–24,134
2018,Non-Hodgkin lymphoma,5,males,25–34,235
2018,Non-Hodgkin lymphoma,5,males,35–44,555
2018,Non-Hodgkin lymphoma,5,males,45–54,1211
2018,Non-Hodgkin lymphoma,5,males,55–64,2347
2018,Non-Hodgkin lymphoma,5,males,5–14,101
2018,Non-Hodgkin lymphoma,5,males,65–74,3570
2018,Non-Hodgkin lymphoma,5,males,75–84,2725
2018,Non-Hodgkin lymphoma,5,males,85+,938
2018,Non-Hodgkin lymphoma,10,females,15–24,111
2018,Non-Hodgkin lymphoma,10,females,25–34,329
2018,Non-Hodgkin lymphoma,10,females,35–44,597
2018,Non-Hodgkin lymphoma,10,females,45–54,1480
2018,Non-Hodgkin lymphoma,10,females,55–64,2932
2018,Non-Hodgkin lymphoma,10,females,5–14,40
2018,Non-Hodgkin lymphoma,10,females,65–74,4414
2018,Non-Hodgkin lymphoma,10,females,75–84,3604
2018,Non-Hodgkin lymphoma,10,females,85+,1595
2018,Non-Hodgkin lymphoma,10,males,15–24,233
2018,Non-Hodgkin lymphoma,10,males,25–34,410
2018,Non-Hodgkin lymphoma,10,males,35–44,915
2018,Non-Hodgkin lymphoma,10,males,45–54,1951
2018,Non-Hodgkin lymphoma,10,males,55–64,3758
2018,Non-Hodgkin lymphoma,10,males,5–14,156
2018,Non-Hodgkin lymphoma,10,males,65–74,5854
2018,Non-Hodgkin lymphoma,10,males,75–84,4420
2018,Non-Hodgkin lymphoma,10,males,85+,1560
2019,Hodgkin lymphoma,1,females,15–24,61
2019,Hodgkin lymphoma,1,females,25–34,83
2019,Hodgkin lymphoma,1,females,35–44,46
2019,Hodgkin lymphoma,1,females,45–54,25
2019,Hodgkin lymphoma,1,females,55–64,17
2019,Hodgkin lymphoma,1,females,5–14,14
2019,Hodgkin lymphoma,1,females,65–74,29
2019,Hodgkin lymphoma,1,females,75–84,28
2019,Hodgkin lymphoma,1,females,85+,7
2019,Hodgkin lymphoma,1,males,15–24,69
2019,Hodgkin lymphoma,1,males,25–34,71
2019,Hodgkin lymphoma,1,males,35–44,52
2019,Hodgkin lymphoma,1,males,45–54,44
2019,Hodgkin lymphoma,1,males,55–64,46
2019,Hodgkin lymphoma,1,males,5–14,10
2019,Hodgkin lymphoma,1,males,65–74,52
2019,Hodgkin lymphoma,1,males,75–84,22
2019,Hodgkin lymphoma,1,males,85+,4
2019,Hodgkin lymphoma,5,females,15–24,275
2019,Hodgkin lymphoma,5,females,25–34,374
2019,Hodgkin lymphoma,5,females,35–44,242
2019,Hodgkin lymphoma,5,females,45–54,116
2019,Hodgkin lymphoma,5,females,55–64,118
2019,Hodgkin lymphoma,5,females,5–14,31
2019,Hodgkin lymphoma,5,females,65–74,124
2019,Hodgkin lymphoma,5,females,75–84,93
2019,Hodgkin lymphoma,5,females,85+,26
2019,Hodgkin lymphoma,5,males,15–24,267
2019,Hodgkin lymphoma,5,males,25–34,352
2019,Hodgkin lymphoma,5,males,35–44,262
2019,Hodgkin lymphoma,5,males,45–54,219
2019,Hodgkin lymphoma,5,males,55–64,218
2019,Hodgkin lymphoma,5,males,5–14,43
2019,Hodgkin lymphoma,5,males,65–74,201
2019,Hodgkin lymphoma,5,males,75–84,112
2019,Hodgkin lymphoma,5,males,85+,28
2019,Hodgkin lymphoma,10,females,15–24,389
2019,Hodgkin lymphoma,10,females,25–34,697
2019,Hodgkin lymphoma,10,females,35–44,511
2019,Hodgkin lymphoma,10,females,45–54,279
2019,Hodgkin lymphoma,10,females,55–64,251
2019,Hodgkin lymphoma,10,females,5–14,37
2019,Hodgkin lymphoma,10,females,65–74,226
2019,Hodgkin lymphoma,10,females,75–84,163
2019,Hodgkin lymphoma,10,females,85+,48
2019,Hodgkin lymphoma,10,males,15–24,391
2019,Hodgkin lymphoma,10,males,25–34,682
2019,Hodgkin lymphoma,10,males,35–44,543
2019,Hodgkin lymphoma,10,males,45–54,405
2019,Hodgkin lymphoma,10,males,55–64,407
2019,Hodgkin lymphoma,10,males,5–14,58
2019,Hodgkin lymphoma,10,males,65–74,349
2019,Hodgkin lymphoma,10,males,75–84,204
2019,Hodgkin lymphoma,10,males,85+,44
2019,Non-Hodgkin lymphoma,1,females,15–24,14
2019,Non-Hodgkin lymphoma,1,females,25–34,36
2019,Non-Hodgkin lymphoma,1,females,35–44,75
2019,Non-Hodgkin lymphoma,1,females,45–54,203
2019,Non-Hodgkin lymphoma,1,females,55–64,473
2019,Non-Hodgkin lymphoma,1,females,5–14,12
2019,Non-Hodgkin lymphoma,1,females,65–74,638
2019,Non-Hodgkin lymphoma,1,females,75–84,538
2019,Non-Hodgkin lymphoma,1,females,85+,222
2019,Non-Hodgkin lymphoma,1,males,15–24,31
2019,Non-Hodgkin lymphoma,1,males,25–34,75
2019,Non-Hodgkin lymphoma,1,males,35–44,126
2019,Non-Hodgkin lymphoma,1,males,45–54,287
2019,Non-Hodgkin lymphoma,1,males,55–64,649
2019,Non-Hodgkin lymphoma,1,males,5–14,30
2019,Non-Hodgkin lymphoma,1,males,65–74,922
2019,Non-Hodgkin lymphoma,1,males,75–84,693
2019,Non-Hodgkin lymphoma,1,males,85+,234
2019,Non-Hodgkin lymphoma,5,females,15–24,65
2019,Non-Hodgkin lymphoma,5,females,25–34,194
2019,Non-Hodgkin lymphoma,5,females,35–44,344
2019,Non-Hodgkin lymphoma,5,females,45–54,884
2019,Non-Hodgkin lymphoma,5,females,55–64,1851
2019,Non-Hodgkin lymphoma,5,females,5–14,32
2019,Non-Hodgkin lymphoma,5,females,65–74,2715
2019,Non-Hodgkin lymphoma,5,females,75–84,2241
2019,Non-Hodgkin lymphoma,5,females,85+,958
2019,Non-Hodgkin lymphoma,5,males,15–24,135
2019,Non-Hodgkin lymphoma,5,males,25–34,254
2019,Non-Hodgkin lymphoma,5,males,35–44,537
2019,Non-Hodgkin lymphoma,5,males,45–54,1202
2019,Non-Hodgkin lymphoma,5,males,55–64,2408
2019,Non-Hodgkin lymphoma,5,males,5–14,107
2019,Non-Hodgkin lymphoma,5,males,65–74,3733
2019,Non-Hodgkin lymphoma,5,males,75–84,2817
2019,Non-Hodgkin lymphoma,5,males,85+,1036
2019,Non-Hodgkin lymphoma,10,females,15–24,108
2019,Non-Hodgkin lymphoma,10,females,25–34,311
2019,Non-Hodgkin lymphoma,10,females,35–44,590
2019,Non-Hodgkin lymphoma,10,females,45–54,1438
2019,Non-Hodgkin lymphoma,10,females,55–64,3046
2019,Non-Hodgkin lymphoma,10,females,5–14,44
2019,Non-Hodgkin lymphoma,10,females,65–74,4539
2019,Non-Hodgkin lymphoma,10,females,75–84,3823
2019,Non-Hodgkin lymphoma,10,females,85+,1695
2019,Non-Hodgkin lymphoma,10,males,15–24,234
2019,Non-Hodgkin lymphoma,10,males,25–34,423
2019,Non-Hodgkin lymphoma,10,males,35–44,886
2019,Non-Hodgkin lymphoma,10,males,45–54,1972
2019,Non-Hodgkin lymphoma,10,males,55–64,3881
2019,Non-Hodgkin lymphoma,10,males,5–14,160
2019,Non-Hodgkin lymphoma,10,males,65–74,6120
2019,Non-Hodgkin lymphoma,10,males,75–84,4663
2019,Non-Hodgkin lymphoma,10,males,85+,1716
2020,Hodgkin lymphoma,1,females,15–24,63
2020,Hodgkin lymphoma,1,females,25–34,73
2020,Hodgkin lymphoma,1,females,35–44,42
2020,Hodgkin lymphoma,1,females,45–54,23
2020,Hodgkin lymphoma,1,females,55–64,34
2020,Hodgkin lymphoma,1,females,5–14,17
2020,Hodgkin lymphoma,1,females,65–74,29
2020,Hodgkin lymphoma,1,females,75–84,28
2020,Hodgkin lymphoma,1,females,85+,10
2020,Hodgkin lymphoma,1,males,15–24,77
2020,Hodgkin lymphoma,1,males,25–34,64
2020,Hodgkin lymphoma,1,males,35–44,53
2020,Hodgkin lymphoma,1,males,45–54,52
2020,Hodgkin lymphoma,1,males,55–64,53
2020,Hodgkin lymphoma,1,males,5–14,20
2020,Hodgkin lymphoma,1,males,65–74,54
2020,Hodgkin lymphoma,1,males,75–84,34
2020,Hodgkin lymphoma,1,males,85+,10
2020,Hodgkin lymphoma,5,females,15–24,273
2020,Hodgkin lymphoma,5,females,25–34,371
2020,Hodgkin lymphoma,5,females,35–44,258
2020,Hodgkin lymphoma,5,females,45–54,110
2020,Hodgkin lymphoma,5,females,55–64,134
2020,Hodgkin lymphoma,5,females,5–14,36
2020,Hodgkin lymphoma,5,females,65–74,128
2020,Hodgkin lymphoma,5,females,75–84,103
2020,Hodgkin lymphoma,5,females,85+,31
2020,Hodgkin lymphoma,5,males,15–24,264
2020,Hodgkin lymphoma,5,males,25–34,344
2020,Hodgkin lymphoma,5,males,35–44,264
2020,Hodgkin lymphoma,5,males,45–54,236
2020,Hodgkin lymphoma,5,males,55–64,223
2020,Hodgkin lymphoma,5,males,5–14,49
2020,Hodgkin lymphoma,5,males,65–74,219
2020,Hodgkin lymphoma,5,males,75–84,129
2020,Hodgkin lymphoma,5,males,85+,34
2020,Hodgkin lymphoma,10,females,15–24,387
2020,Hodgkin lymphoma,10,females,25–34,727
2020,Hodgkin lymphoma,10,females,35–44,503
2020,Hodgkin lymphoma,10,females,45–54,278
2020,Hodgkin lymphoma,10,females,55–64,265
2020,Hodgkin lymphoma,10,females,5–14,42
2020,Hodgkin lymphoma,10,females,65–74,230
2020,Hodgkin lymphoma,10,females,75–84,173
2020,Hodgkin lymphoma,10,females,85+,57
2020,Hodgkin lymphoma,10,males,15–24,406
2020,Hodgkin lymphoma,10,males,25–34,683
2020,Hodgkin lymphoma,10,males,35–44,555
2020,Hodgkin lymphoma,10,males,45–54,426
2020,Hodgkin lymphoma,10,males,55–64,417
2020,Hodgkin lymphoma,10,males,5–14,66
2020,Hodgkin lymphoma,10,males,65–74,364
2020,Hodgkin lymphoma,10,males,75–84,221
2020,Hodgkin lymphoma,10,males,85+,60
2020,Non-Hodgkin lymphoma,1,females,15–24,16
2020,Non-Hodgkin lymphoma,1,females,25–34,52
2020,Non-Hodgkin lymphoma,1,females,35–44,117
2020,Non-Hodgkin lymphoma,1,females,45–54,219
2020,Non-Hodgkin lymphoma,1,females,55–64,492
2020,Non-Hodgkin lymphoma,1,females,5–14,13
2020,Non-Hodgkin lymphoma,1,females,65–74,711
2020,Non-Hodgkin lymphoma,1,females,75–84,582
2020,Non-Hodgkin lymphoma,1,females,85+,233
2020,Non-Hodgkin lymphoma,1,males,15–24,38
2020,Non-Hodgkin lymphoma,1,males,25–34,54
2020,Non-Hodgkin lymphoma,1,males,35–44,124
2020,Non-Hodgkin lymphoma,1,males,45–54,309
2020,Non-Hodgkin lymphoma,1,males,55–64,666
2020,Non-Hodgkin lymphoma,1,males,5–14,30
2020,Non-Hodgkin lymphoma,1,males,65–74,966
2020,Non-Hodgkin lymphoma,1,males,75–84,748
2020,Non-Hodgkin lymphoma,1,males,85+,230
2020,Non-Hodgkin lymphoma,5,females,15–24,57
2020,Non-Hodgkin lymphoma,5,females,25–34,199
2020,Non-Hodgkin lymphoma,5,females,35–44,393
2020,Non-Hodgkin lymphoma,5,females,45–54,869
2020,Non-Hodgkin lymphoma,5,females,55–64,1924
2020,Non-Hodgkin lymphoma,5,females,5–14,38
2020,Non-Hodgkin lymphoma,5,females,65–74,2840
2020,Non-Hodgkin lymphoma,5,females,75–84,2360
2020,Non-Hodgkin lymphoma,5,females,85+,1032
2020,Non-Hodgkin lymphoma,5,males,15–24,136
2020,Non-Hodgkin lymphoma,5,males,25–34,256
2020,Non-Hodgkin lymphoma,5,males,35–44,511
2020,Non-Hodgkin lymphoma,5,males,45–54,1249
2020,Non-Hodgkin lymphoma,5,males,55–64,2500
2020,Non-Hodgkin lymphoma,5,males,5–14,110
2020,Non-Hodgkin lymphoma,5,males,65–74,3867
2020,Non-Hodgkin lymphoma,5,males,75–84,3079
2020,Non-Hodgkin lymphoma,5,males,85+,1035
2020,Non-Hodgkin lymphoma,10,females,15–24,97
2020,Non-Hodgkin lymphoma,10,females,25–34,322
2020,Non-Hodgkin lymphoma,10,females,35–44,628
2020,Non-Hodgkin lymphoma,10,females,45–54,1427
2020,Non-Hodgkin lymphoma,10,females,55–64,3154
2020,Non-Hodgkin lymphoma,10,females,5–14,49
2020,Non-Hodgkin lymphoma,10,females,65–74,4765
2020,Non-Hodgkin lymphoma,10,females,75–84,4024
2020,Non-Hodgkin lymphoma,10,females,85+,1833
2020,Non-Hodgkin lymphoma,10,males,15–24,245
2020,Non-Hodgkin lymphoma,10,males,25–34,428
2020,Non-Hodgkin lymphoma,10,males,35–44,866
