year,sex,age_group,cancer_group,count
2013,males,55–64,Hodgkin lymphoma,51
2013,males,55–64,Non-Hodgkin lymphoma,575
2013,males,5–14,Hodgkin lymphoma,19
2013,males,5–14,Non-Hodgkin lymphoma,24
2013,males,65–74,Hodgkin lymphoma,44
2013,males,65–74,Non-Hodgkin lymphoma,786
2013,males,75–84,Hodgkin lymphoma,23
2013,males,75–84,Non-Hodgkin lymphoma,602
2013,males,85+,Hodgkin lymphoma,8
2013,males,85+,Non-Hodgkin lymphoma,245
2014,females,15–24,Hodgkin lymphoma,57
2014,females,15–24,Non-Hodgkin lymphoma,27
2014,females,25–34,Hodgkin lymphoma,69
2014,females,25–34,Non-Hodgkin lymphoma,40
2014,females,35–44,Hodgkin lymphoma,40
2014,females,35–44,Non-Hodgkin lymphoma,103
2014,females,45–54,Hodgkin lymphoma,30
2014,females,45–54,Non-Hodgkin lymphoma,224
2014,females,55–64,Hodgkin lymphoma,29
2014,females,55–64,Non-Hodgkin lymphoma,444
2014,females,5–14,Hodgkin lymphoma,12
2014,females,5–14,Non-Hodgkin lymphoma,5
2014,females,65–74,Hodgkin lymphoma,34
2014,females,65–74,Non-Hodgkin lymphoma,627
2014,females,75–84,Hodgkin lymphoma,23
2014,females,75–84,Non-Hodgkin lymphoma,543
2014,females,85+,Hodgkin lymphoma,5
2014,females,85+,Non-Hodgkin lymphoma,256
2014,males,15–24,Hodgkin lymphoma,59
2014,males,15–24,Non-Hodgkin lymphoma,35
2014,males,25–34,Hodgkin lymphoma,64
2014,males,25–34,Non-Hodgkin lymphoma,60
2014,males,35–44,Hodgkin lymphoma,58
2014,males,35–44,Non-Hodgkin lymphoma,168
2014,males,45–54,Hodgkin lymphoma,52
2014,males,45–54,Non-Hodgkin lymphoma,313
2014,males,55–64,Hodgkin lymphoma,32
2014,males,55–64,Non-Hodgkin lymphoma,609
2014,males,5–14,Hodgkin lymphoma,18
2014,males,5–14,Non-Hodgkin lymphoma,22
2014,males,65–74,Hodgkin lymphoma,47
2014,males,65–74,Non-Hodgkin lymphoma,791
2014,males,75–84,Hodgkin lymphoma,19
2014,males,75–84,Non-Hodgkin lymphoma,653
2014,males,85+,Hodgkin lymphoma,4
2014,males,85+,Non-Hodgkin lymphoma,221
2015,females,15–24,Hodgkin lymphoma,66
2015,females,15–24,Non-Hodgkin lymphoma,29
2015,females,25–34,Hodgkin lymphoma,66
2015,females,25–34,Non-Hodgkin lymphoma,42
2015,females,35–44,Hodgkin lymphoma,45
2015,females,35–44,Non-Hodgkin lymphoma,93
2015,females,45–54,Hodgkin lymphoma,19
2015,females,45–54,Non-Hodgkin lymphoma,227
2015,females,55–64,Hodgkin lymphoma,21
2015,females,55–64,Non-Hodgkin lymphoma,456
2015,females,5–14,Hodgkin lymphoma,10
2015,females,5–14,Non-Hodgkin lymphoma,9
2015,females,65–74,Hodgkin lymphoma,29
2015,females,65–74,Non-Hodgkin lymphoma,612
2015,females,75–84,Hodgkin lymphoma,18
2015,females,75–84,Non-Hodgkin lymphoma,498
2015,females,85+,Hodgkin lymphoma,9
2015,females,85+,Non-Hodgkin lymphoma,243
2015,males,15–24,Hodgkin lymphoma,79
2015,males,15–24,Non-Hodgkin lymphoma,34
2015,males,25–34,Hodgkin lymphoma,74
2015,males,25–34,Non-Hodgkin lymphoma,73
2015,males,35–44,Hodgkin lymphoma,45
2015,males,35–44,Non-Hodgkin lymphoma,154
2015,males,45–54,Hodgkin lymphoma,37
2015,males,45–54,Non-Hodgkin lymphoma,309
2015,males,55–64,Hodgkin lymphoma,47
2015,males,55–64,Non-Hodgkin lymphoma,563
2015,males,5–14,Hodgkin lymphoma,19
2015,males,5–14,Non-Hodgkin lymphoma,26
2015,males,65–74,Hodgkin lymphoma,34
2015,males,65–74,Non-Hodgkin lymphoma,785
2015,males,75–84,Hodgkin lymphoma,36
2015,males,75–84,Non-Hodgkin lymphoma,655
2015,males,85+,Hodgkin lymphoma,17
2015,males,85+,Non-Hodgkin lymphoma,280
2016,females,15–24,Hodgkin lymphoma,85
2016,females,15–24,Non-Hodgkin lymphoma,19
2016,females,25–34,Hodgkin lymphoma,72
2016,females,25–34,Non-Hodgkin lymphoma,47
2016,females,35–44,Hodgkin lymphoma,48
2016,females,35–44,Non-Hodgkin lymphoma,98
2016,females,45–54,Hodgkin lymphoma,25
2016,females,45–54,Non-Hodgkin lymphoma,248
2016,females,55–64,Hodgkin lymphoma,27
2016,females,55–64,Non-Hodgkin lymphoma,441
2016,females,5–14,Hodgkin lymphoma,13
2016,females,5–14,Non-Hodgkin lymphoma,10
2016,females,65–74,Hodgkin lymphoma,28
2016,females,65–74,Non-Hodgkin lymphoma,648
2016,females,75–84,Hodgkin lymphoma,28
2016,females,75–84,Non-Hodgkin lymphoma,507
2016,females,85+,Hodgkin lymphoma,8
2016,females,85+,Non-Hodgkin lymphoma,275
2016,males,15–24,Hodgkin lymphoma,55
2016,males,15–24,Non-Hodgkin lymphoma,44
2016,males,25–34,Hodgkin lymphoma,54
2016,males,25–34,Non-Hodgkin lymphoma,51
2016,males,35–44,Hodgkin lymphoma,45
2016,males,35–44,Non-Hodgkin lymphoma,147
2016,males,45–54,Hodgkin lymphoma,50
2016,males,45–54,Non-Hodgkin lymphoma,299
2016,males,55–64,Hodgkin lymphoma,41
2016,males,55–64,Non-Hodgkin lymphoma,605
2016,males,5–14,Hodgkin lymphoma,17
2016,males,5–14,Non-Hodgkin lymphoma,37
2016,males,65–74,Hodgkin lymphoma,45
2016,males,65–74,Non-Hodgkin lymphoma,845
2016,males,75–84,Hodgkin lymphoma,35
2016,males,75–84,Non-Hodgkin lymphoma,727
2016,males,85+,Hodgkin lymphoma,9
2016,males,85+,Non-Hodgkin lymphoma,289
2017,females,15–24,Hodgkin lymphoma,63
2017,females,15–24,Non-Hodgkin lymphoma,18
2017,females,25–34,Hodgkin lymphoma,75
2017,females,25–34,Non-Hodgkin lymphoma,55
2017,females,35–44,Hodgkin lymphoma,34
2017,females,35–44,Non-Hodgkin lymphoma,97
2017,females,45–54,Hodgkin lymphoma,29
2017,females,45–54,Non-Hodgkin lymphoma,261
2017,females,55–64,Hodgkin lymphoma,31
2017,females,55–64,Non-Hodgkin lymphoma,454
2017,females,5–14,Hodgkin lymphoma,13
2017,females,5–14,Non-Hodgkin lymphoma,6
2017,females,65–74,Hodgkin lymphoma,29
2017,females,65–74,Non-Hodgkin lymphoma,645
2017,females,75–84,Hodgkin lymphoma,18
2017,females,75–84,Non-Hodgkin lymphoma,543
2017,females,85+,Hodgkin lymphoma,9
2017,females,85+,Non-Hodgkin lymphoma,291
2017,males,15–24,Hodgkin lymphoma,76
2017,males,15–24,Non-Hodgkin lymphoma,35
2017,males,25–34,Hodgkin lymphoma,73
2017,males,25–34,Non-Hodgkin lymphoma,47
2017,males,35–44,Hodgkin lymphoma,42
2017,males,35–44,Non-Hodgkin lymphoma,139
2017,males,45–54,Hodgkin lymphoma,52
2017,males,45–54,Non-Hodgkin lymphoma,330
2017,males,55–64,Hodgkin lymphoma,41
2017,males,55–64,Non-Hodgkin lymphoma,629
2017,males,5–14,Hodgkin lymphoma,13
2017,males,5–14,Non-Hodgkin lymphoma,18
2017,males,65–74,Hodgkin lymphoma,62
2017,males,65–74,Non-Hodgkin lymphoma,1023
2017,males,75–84,Hodgkin lymphoma,34
2017,males,75–84,Non-Hodgkin lymphoma,742
2017,males,85+,Hodgkin lymphoma,11
2017,males,85+,Non-Hodgkin lymphoma,288
2018,females,15–24,Hodgkin lymphoma,73
2018,females,15–24,Non-Hodgkin lymphoma,14
2018,females,25–34,Hodgkin lymphoma,50
2018,females,25–34,Non-Hodgkin lymphoma,56
2018,females,35–44,Hodgkin lymphoma,38
2018,females,35–44,Non-Hodgkin lymphoma,86
2018,females,45–54,Hodgkin lymphoma,25
2018,females,45–54,Non-Hodgkin lymphoma,212
2018,females,55–64,Hodgkin lymphoma,25
2018,females,55–64,Non-Hodgkin lymphoma,425
2018,females,5–14,Hodgkin lymphoma,9
2018,females,5–14,Non-Hodgkin lymphoma,12
2018,females,65–74,Hodgkin lymphoma,26
2018,females,65–74,Non-Hodgkin lymphoma,699
2018,females,75–84,Hodgkin lymphoma,26
2018,females,75–84,Non-Hodgkin lymphoma,586
2018,females,85+,Hodgkin lymphoma,9
2018,females,85+,Non-Hodgkin lymphoma,307
2018,males,15–24,Hodgkin lymphoma,58
2018,males,15–24,Non-Hodgkin lymphoma,21
2018,males,25–34,Hodgkin lymphoma,66
2018,males,25–34,Non-Hodgkin lymphoma,67
2018,males,35–44,Hodgkin lymphoma,58
2018,males,35–44,Non-Hodgkin lymphoma,130
2018,males,45–54,Hodgkin lymphoma,45
2018,males,45–54,Non-Hodgkin lymphoma,309
2018,males,55–64,Hodgkin lymphoma,54
2018,males,55–64,Non-Hodgkin lymphoma,654
2018,males,5–14,Hodgkin lymphoma,14
2018,males,5–14,Non-Hodgkin lymphoma,27
2018,males,65–74,Hodgkin lymphoma,48
2018,males,65–74,Non-Hodgkin lymphoma,968
2018,males,75–84,Hodgkin lymphoma,36
2018,males,75–84,Non-Hodgkin lymphoma,784
2018,males,85+,Hodgkin lymphoma,7
2018,males,85+,Non-Hodgkin lymphoma,307
2019,females,15–24,Hodgkin lymphoma,63
2019,females,15–24,Non-Hodgkin lymphoma,16
2019,females,25–34,Hodgkin lymphoma,81
2019,females,25–34,Non-Hodgkin lymphoma,40
2019,females,35–44,Hodgkin lymphoma,44
2019,females,35–44,Non-Hodgkin lymphoma,80
2019,females,45–54,Hodgkin lymphoma,24
2019,females,45–54,Non-Hodgkin lymphoma,212
2019,females,55–64,Hodgkin lymphoma,20
2019,females,55–64,Non-Hodgkin lymphoma,490
2019,females,5–14,Hodgkin lymphoma,18
2019,females,5–14,Non-Hodgkin lymphoma,13
2019,females,65–74,Hodgkin lymphoma,31
2019,females,65–74,Non-Hodgkin lymphoma,683
2019,females,75–84,Hodgkin lymphoma,33
2019,females,75–84,Non-Hodgkin lymphoma,614
2019,females,85+,Hodgkin lymphoma,13
2019,females,85+,Non-Hodgkin lymphoma,302
2019,males,15–24,Hodgkin lymphoma,68
2019,males,15–24,Non-Hodgkin lymphoma,39
2019,males,25–34,Hodgkin lymphoma,71
2019,males,25–34,Non-Hodgkin lymphoma,76
2019,males,35–44,Hodgkin lymphoma,53
2019,males,35–44,Non-Hodgkin lymphoma,137
2019,males,45–54,Hodgkin lymphoma,44
2019,males,45–54,Non-Hodgkin lymphoma,306
2019,males,55–64,Hodgkin lymphoma,52
2019,males,55–64,Non-Hodgkin lymphoma,685
2019,males,5–14,Hodgkin lymphoma,12
2019,males,5–14,Non-Hodgkin lymphoma,30
2019,males,65–74,Hodgkin lymphoma,55
2019,males,65–74,Non-Hodgkin lymphoma,1008
2019,males,75–84,Hodgkin lymphoma,25
2019,males,75–84,Non-Hodgkin lymphoma,782
2019,males,85+,Hodgkin lymphoma,10
2019,males,85+,Non-Hodgkin lymphoma,303
2020,females,15–24,Hodgkin lymphoma,65
2020,females,15–24,Non-Hodgkin lymphoma,18
2020,females,25–34,Hodgkin lymphoma,69
2020,females,25–34,Non-Hodgkin lymphoma,53
2020,females,35–44,Hodgkin lymphoma,42
2020,females,35–44,Non-Hodgkin lymphoma,119
2020,females,45–54,Hodgkin lymphoma,24
2020,females,45–54,Non-Hodgkin lymphoma,242
2020,females,55–64,Hodgkin lymphoma,37
2020,females,55–64,Non-Hodgkin lymphoma,517
2020,females,5–14,Hodgkin lymphoma,22
2020,females,5–14,Non-Hodgkin lymphoma,14
2020,females,65–74,Hodgkin lymphoma,26
2020,females,65–74,Non-Hodgkin lymphoma,757
2020,females,75–84,Hodgkin lymphoma,34
2020,females,75–84,Non-Hodgkin lymphoma,666
2020,females,85+,Hodgkin lymphoma,11
2020,females,85+,Non-Hodgkin lymphoma,302
2020,males,15–24,Hodgkin lymphoma,77
2020,males,15–24,Non-Hodgkin lymphoma,40
2020,males,25–34,Hodgkin lymphoma,64
2020,males,25–34,Non-Hodgkin lymphoma,62
2020,males,35–44,Hodgkin lymphoma,54
2020,males,35–44,Non-Hodgkin lymphoma,131
2020,males,45–54,Hodgkin lymphoma,53
2020,males,45–54,Non-Hodgkin lymphoma,335
2020,males,55–64,Hodgkin lymphoma,56
2020,males,55–64,Non-Hodgkin lymphoma,702
2020,males,5–14,Hodgkin lymphoma,21
2020,males,5–14,Non-Hodgkin lymphoma,31
2020,males,65–74,Hodgkin lymphoma,56
2020,males,65–74,Non-Hodgkin lymphoma,1055
2020,males,75–84,Hodgkin lymphoma,40
2020,males,75–84,Non-Hodgkin lymphoma,872
2020,males,85+,Hodgkin lymphoma,15
2020,males,85+,Non-Hodgkin lymphoma,300
2021,females,15–24,Hodgkin lymphoma,64
2021,females,15–24,Non-Hodgkin lymphoma,18
2021,females,25–34,Hodgkin lymphoma,83
2021,females,25–34,Non-Hodgkin lymphoma,55
2021,females,35–44,Hodgkin lymphoma,53
2021,females,35–44,Non-Hodgkin lymphoma,106
2021,females,45–54,Hodgkin lymphoma,36
2021,females,45–54,Non-Hodgkin lymphoma,215
2021,females,55–64,Hodgkin lymphoma,29
2021,females,55–64,Non-Hodgkin lymphoma,495
2021,females,5–14,Hodgkin lymphoma,7
2021,females,5–14,Non-Hodgkin lymphoma,14
2021,females,65–74,Hodgkin lymphoma,46
2021,females,65–74,Non-Hodgkin lymphoma,718
2021,females,75–84,Hodgkin lymphoma,33
2021,females,75–84,Non-Hodgkin lymphoma,659
2021,females,85+,Hodgkin lymphoma,11
2021,females,85+,Non-Hodgkin lymphoma,310
2021,males,15–24,Hodgkin lymphoma,58
2021,males,15–24,Non-Hodgkin lymphoma,35
2021,males,25–34,Hodgkin lymphoma,65
2021,males,25–34,Non-Hodgkin lymphoma,60
2021,males,35–44,Hodgkin lymphoma,60
2021,males,35–44,Non-Hodgkin lymphoma,142
2021,males,45–54,Hodgkin lymphoma,46
2021,males,45–54,Non-Hodgkin lymphoma,296
2021,males,55–64,Hodgkin lymphoma,72
2021,males,55–64,Non-Hodgkin lymphoma,649
2021,males,5–14,Hodgkin lymphoma,22
2021,males,5–14,Non-Hodgkin lymphoma,27
2021,males,65–74,Hodgkin lymphoma,49
2021,males,65–74,Non-Hodgkin lymphoma,953
2021,males,75–84,Hodgkin lymphoma,38
2021,males,75–84,Non-Hodgkin lymphoma,894
2021,males,85+,Hodgkin lymphoma,8
2021,males,85+,Non-Hodgkin lymphoma,309
2022,females,15–24,Hodgkin lymphoma,64
2022,females,15–24,Non-Hodgkin lymphoma,15
2022,females,25–34,Hodgkin lymphoma,77
2022,females,25–34,Non-Hodgkin lymphoma,52
2022,females,35–44,Hodgkin lymphoma,48
2022,females,35–44,Non-Hodgkin lymphoma,100
2022,females,45–54,Hodgkin lymphoma,26
2022,females,45–54,Non-Hodgkin lymphoma,216
2022,females,55–64,Hodgkin lymphoma,30
2022,females,55–64,Non-Hodgkin lymphoma,505
2022,females,5–14,Hodgkin lymphoma,17
2022,females,5–14,Non-Hodgkin lymphoma,14
2022,females,65–74,Hodgkin lymphoma,34
2022,females,65–74,Non-Hodgkin lymphoma,771
2022,females,75–84,Hodgkin lymphoma,39
2022,females,75–84,Non-Hodgkin lymphoma,715
2022,females,85+,Hodgkin lymphoma,12
2022,females,85+,Non-Hodgkin lymphoma,333
2022,males,15–24,Hodgkin lymphoma,65
2022,males,15–24,Non-Hodgkin lymphoma,35
2022,males,25–34,Hodgkin lymphoma,63
2022,males,25–34,Non-Hodgkin lymphoma,59
2022,males,35–44,Hodgkin lymphoma,59
2022,males,35–44,Non-Hodgkin lymphoma,133
2022,males,45–54,Hodgkin lymphoma,49
2022,males,45–54,Non-Hodgkin lymphoma,317
2022,males,55–64,Hodgkin lymphoma,63
2022,males,55–64,Non-Hodgkin lymphoma,687
2022,males,5–14,Hodgkin lymphoma,17
2022,males,5–14,Non-Hodgkin lymphoma,28
2022,males,65–74,Hodgkin lymphoma,52
2022,males,65–74,Non-Hodgkin lymphoma,1046
2022,males,75–84,Hodgkin lymphoma,41
2022,males,75–84,Non-Hodgkin lymphoma,982
2022,males,85+,Hodgkin lymphoma,12
2022,males,85+,Non-Hodgkin lymphoma,339
2023,females,15–24,Hodgkin lymphoma,67
2023,females,15–24,Non-Hodgkin lymphoma,16
2023,females,25–34,Hodgkin lymphoma,81
2023,females,25–34,Non-Hodgkin lymphoma,55
2023,females,35–44,Hodgkin lymphoma,50
2023,females,35–44,Non-Hodgkin lymphoma,102
2023,females,45–54,Hodgkin lymphoma,26
2023,females,45–54,Non-Hodgkin lymphoma,213
2023,females,55–64,Hodgkin lymphoma,29
2023,females,55–64,Non-Hodgkin lymphoma,511
2023,females,5–14,Hodgkin lymphoma,18
2023,females,5–14,Non-Hodgkin lymphoma,14
2023,females,65–74,Hodgkin lymphoma,36
2023,females,65–74,Non-Hodgkin lymphoma,789
2023,females,75–84,Hodgkin lymphoma,42
2023,females,75–84,Non-Hodgkin lymphoma,757
2023,females,85+,Hodgkin lymphoma,13
2023,females,85+,Non-Hodgkin lymphoma,346
2023,males,15–24,Hodgkin lymphoma,68
2023,males,15–24,Non-Hodgkin lymphoma,37
2023,males,25–34,Hodgkin lymphoma,65
2023,males,25–34,Non-Hodgkin lymphoma,60
2023,males,35–44,Hodgkin lymphoma,62
2023,males,35–44,Non-Hodgkin lymphoma,133
2023,males,45–54,Hodgkin lymphoma,49
2023,males,45–54,Non-Hodgkin lymphoma,318
2023,males,55–64,Hodgkin lymphoma,65
2023,males,55–64,Non-Hodgkin lymphoma,694
2023,males,5–14,Hodgkin lymphoma,17
2023,males,5–14,Non-Hodgkin lymphoma,28
2023,males,65–74,Hodgkin lymphoma,52
2023,males,65–74,Non-Hodgkin lymphoma,1062
2023,males,75–84,Hodgkin lymphoma,43
2023,males,75–84,Non-Hodgkin lymphoma,1042
2023,males,85+,Hodgkin lymphoma,13
2023,males,85+,Non-Hodgkin lymphoma,353
2024,females,15–24,Hodgkin lymphoma,68
2024,females,15–24,Non-Hodgkin lymphoma,15
2024,females,25–34,Hodgkin lymphoma,85
2024,females,25–34,Non-Hodgkin lymphoma,56
2024,females,35–44,Hodgkin lymphoma,52
2024,females,35–44,Non-Hodgkin lymphoma,104
2024,females,45–54,Hodgkin lymphoma,24
2024,females,45–54,Non-Hodgkin lymphoma,209
2024,females,55–64,Hodgkin lymphoma,30
2024,females,55–64,Non-Hodgkin lymphoma,519
2024,females,5–14,Hodgkin lymphoma,19
2024,females,5–14,Non-Hodgkin lymphoma,14
2024,females,65–74,Hodgkin lymphoma,36
2024,females,65–74,Non-Hodgkin lymphoma,808
2024,females,75–84,Hodgkin lymphoma,47
2024,females,75–84,Non-Hodgkin lymphoma,799
2024,females,85+,Hodgkin lymphoma,14
2024,females,85+,Non-Hodgkin lymphoma,363
2024,males,15–24,Hodgkin lymphoma,70
2024,males,15–24,Non-Hodgkin lymphoma,38
2024,males,25–34,Hodgkin lymphoma,67
2024,males,25–34,Non-Hodgkin lymphoma,61
2024,males,35–44,Hodgkin lymphoma,65
2024,males,35–44,Non-Hodgkin lymphoma,133
2024,males,45–54,Hodgkin lymphoma,49
2024,males,45–54,Non-Hodgkin lymphoma,319
2024,males,55–64,Hodgkin lymphoma,68
2024,males,55–64,Non-Hodgkin lymphoma,702
2024,males,5–14,Hodgkin lymphoma,14
2024,males,5–14,Non-Hodgkin lymphoma,28
2024,males,65–74,Hodgkin lymphoma,53
2024,males,65–74,Non-Hodgkin lymphoma,1082
2024,males,75–84,Hodgkin lymphoma,46
2024,males,75–84,Non-Hodgkin lymphoma,1102
2024,males,85+,Hodgkin lymphoma,13
2024,males,85+,Non-Hodgkin lymphoma,372
2025,females,15–24,Hodgkin lymphoma,70
2025,females,15–24,Non-Hodgkin lymphoma,15
2025,females,25–34,Hodgkin lymphoma,89
2025,females,25–34,Non-Hodgkin lymphoma,58
2025,females,35–44,Hodgkin lymphoma,52
2025,females,35–44,Non-Hodgkin lymphoma,106
2025,females,45–54,Hodgkin lymphoma,24
2025,females,45–54,Non-Hodgkin lymphoma,204
2025,females,55–64,Hodgkin lymphoma,30
2025,females,55–64,Non-Hodgkin lymphoma,526
2025,females,5–14,Hodgkin lymphoma,20
2025,females,5–14,Non-Hodgkin lymphoma,14
2025,females,65–74,Hodgkin lymphoma,36
2025,females,65–74,Non-Hodgkin lymphoma,828
2025,females,75–84,Hodgkin lymphoma,50
2025,females,75–84,Non-Hodgkin lymphoma,843
2025,females,85+,Hodgkin lymphoma,15
2025,females,85+,Non-Hodgkin lymphoma,381
2025,males,15–24,Hodgkin lymphoma,72
2025,males,15–24,Non-Hodgkin lymphoma,40
2025,males,25–34,Hodgkin lymphoma,67
2025,males,25–34,Non-Hodgkin lymphoma,60
2025,males,35–44,Hodgkin lymphoma,68
2025,males,35–44,Non-Hodgkin lymphoma,132
2025,males,45–54,Hodgkin lymphoma,50
2025,males,45–54,Non-Hodgkin lymphoma,319
2025,males,55–64,Hodgkin lymphoma,70
2025,males,55–64,Non-Hodgkin lymphoma,709
2025,males,5–14,Hodgkin lymphoma,14
2025,males,5–14,Non-Hodgkin lymphoma,28
2025,males,65–74,Hodgkin lymphoma,52
2025,males,65–74,Non-Hodgkin lymphoma,1105
2025,males,75–84,Hodgkin lymphoma,47
2025,males,75–84,Non-Hodgkin lymphoma,1162
2025,males,85+,Hodgkin lymphoma,13
2025,males,85+,Non-Hodgkin lymphoma,390
