"measure","diagnosis_code","diagnosis","series_group","sex","duration_years","year","period","estimate","lower","upper","unit","source_output"
"Incidence (cases)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Males",,2017,"Historical",1071,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Males",,2018,"Historical",1157,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Males",,2019,"Historical",1146,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Males",,2020,"Historical",1225,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Males",,2021,"Historical",1202,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Males",,2022,"Projected",1260.42199033254,1204.25189952927,1316.82651921343,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Males",,2023,"Projected",1296.60165433554,1238.39594574409,1354.44139668646,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Males",,2024,"Projected",1330.47082263379,1272.88875218198,1389.8750913728,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Males",,2025,"Projected",1364.38036904887,1305.21671283003,1426.54108386103,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Males",,2026,"Projected",1400.28535213559,1339.75369816157,1466.52205807962,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Males",,2027,"Projected",1436.14750854847,1372.41784825181,1506.04096487223,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Males",,2028,"Projected",1469.93538786978,1403.44115635123,1545.1023525794,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Males",,2029,"Projected",1502.0165724511,1431.28643659428,1582.97220905459,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Males",,2030,"Projected",1532.3957243397,1457.88039975558,1618.69311632842,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Males",,2031,"Projected",1559.74884073299,1480.48050378908,1652.49751479436,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Males",,2032,"Projected",1586.54049672721,1501.64373627955,1686.60593059724,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Males",,2033,"Projected",1610.7673754489,1520.51646953719,1717.29750649457,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Males",,2034,"Projected",1633.06109715238,1536.28519594483,1745.55942270713,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Males",,2035,"Projected",1654.53743946303,1553.99528572212,1772.50838325769,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Males",,2036,"Projected",1677.97465697751,1572.41587868622,1804.93084892673,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Males",,2037,"Projected",1699.4380801496,1588.71089100288,1832.59540763807,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Males",,2038,"Projected",1718.42988426844,1602.72807923514,1860.05302976444,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Males",,2039,"Projected",1734.65891277559,1613.52123948172,1886.26940734232,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Males",,2040,"Projected",1748.40191743495,1622.76451264418,1908.11083333774,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Males",,2041,"Projected",1759.48231933884,1628.33003856301,1924.838968635,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Males",,2042,"Projected",1768.47501562651,1632.9098611156,1941.06532119561,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Males",,2043,"Projected",1775.89231291667,1632.07637300529,1954.53303294145,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Males",,2044,"Projected",1784.6602063282,1632.93406687119,1968.01640815838,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Males",,2045,"Projected",1793.29559474586,1633.95892225933,1979.7442104463,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2003,"Historical",403,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2004,"Historical",428,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2005,"Historical",435,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2006,"Historical",425,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2007,"Historical",468,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2008,"Historical",476,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2009,"Historical",505,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2010,"Historical",494,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2011,"Historical",434,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2012,"Historical",508,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2013,"Historical",513,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2014,"Historical",547,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2015,"Historical",514,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2016,"Historical",563,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2017,"Historical",625,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2018,"Historical",572,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2019,"Historical",576,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2020,"Historical",689,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2021,"Historical",600,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2022,"Projected",636.140792601963,598.558158746717,672.483030734925,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2023,"Projected",649.700417506428,611.510492585462,685.916541798519,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2024,"Projected",661.318701225126,623.301287336626,699.469515120033,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2025,"Projected",672.96961666625,633.708882017673,711.913739932858,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2026,"Projected",683.785080641402,643.667541466354,725.44801482025,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2027,"Projected",693.281976643906,651.578286787338,736.547423080635,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2028,"Projected",700.965084951352,658.11635477233,747.630316225891,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2029,"Projected",707.653492693406,663.458126749777,756.727775171979,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2030,"Projected",712.926893552064,666.981639256305,763.985158889703,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2031,"Projected",716.768630646774,668.70509109055,770.911541947989,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2032,"Projected",719.238175969813,669.702884972161,776.625861062989,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2033,"Projected",721.084967792614,669.515870195132,781.117261845223,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2034,"Projected",722.954882556191,668.923038445026,785.758475607227,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2035,"Projected",724.311343106058,667.588672849067,789.277908655275,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2036,"Projected",725.280644841238,666.007490219644,792.308125540982,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2037,"Projected",724.150449120258,662.814186456014,793.94484072498,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2038,"Projected",721.065146603604,657.301360004028,792.134797028227,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2039,"Projected",716.47862138285,652.228448533237,789.281350210131,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2040,"Projected",710.86353232535,645.121915722935,785.465575723542,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2041,"Projected",704.155492307977,637.033557986855,779.56732962161,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2042,"Projected",696.412986068122,628.298839984599,774.381397258581,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2043,"Projected",688.329732512201,618.230758724451,768.627465784625,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2044,"Projected",680.998422708241,609.373840234467,762.195049177398,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",,2045,"Projected",674.400664640035,602.331542474837,755.907936720587,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2003,"Historical",448,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2004,"Historical",453,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2005,"Historical",490,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2006,"Historical",523,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2007,"Historical",486,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2008,"Historical",477,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2009,"Historical",559,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2010,"Historical",573,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2011,"Historical",577,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2012,"Historical",601,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2013,"Historical",563,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2014,"Historical",611,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2015,"Historical",624,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2016,"Historical",652,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2017,"Historical",725,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2018,"Historical",710,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2019,"Historical",756,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2020,"Historical",829,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2021,"Historical",756,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2022,"Projected",811.93394442857,768.046865110771,855.218533555843,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2023,"Projected",833.071577434322,786.812792519101,877.411284746794,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2024,"Projected",852.293742114712,806.292469895136,898.977093503884,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2025,"Projected",871.276770221038,824.023437090411,920.958616577225,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2026,"Projected",891.182720199875,842.247750676792,942.884657591546,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2027,"Projected",909.833235188963,858.197216647303,964.58442739134,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2028,"Projected",925.666849018352,872.050581719673,983.713084385285,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2029,"Projected",939.94701550884,884.461202760845,1002.02729941746,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2030,"Projected",952.718264698469,894.375619886372,1017.93446525035,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2031,"Projected",964.245335958327,902.791960132419,1032.78970644025,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2032,"Projected",974.419103329819,910.008300777138,1047.64281391065,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2033,"Projected",983.793088770498,916.123928604251,1062.06831370439,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2034,"Projected",992.64599394032,922.213213985846,1074.9027577653,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2035,"Projected",1001.66254515957,927.411650669108,1087.15537913592,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2036,"Projected",1010.04804642024,932.635217764162,1099.09851917097,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2037,"Projected",1016.37331028288,936.968661654969,1108.533052743,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2038,"Projected",1020.68052382557,938.482774739118,1116.74753158961,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2039,"Projected",1023.01423970454,937.815219849838,1121.74674028173,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2040,"Projected",1022.40100819547,935.527810946166,1125.28658280429,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2041,"Projected",1020.92584685883,930.622028394354,1128.55828429031,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2042,"Projected",1017.62885273308,924.319392523797,1129.42018811176,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2043,"Projected",1014.05353788557,916.914019018852,1129.9173030529,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2044,"Projected",1011.49710458676,910.614246540527,1131.22631784301,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",,2045,"Projected",1009.08213185982,904.891042554699,1133.88051766917,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2003,"Historical",36,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2004,"Historical",37,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2005,"Historical",39,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2006,"Historical",45,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2007,"Historical",51,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2008,"Historical",63,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2009,"Historical",47,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2010,"Historical",50,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2011,"Historical",65,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2012,"Historical",68,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2013,"Historical",72,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2014,"Historical",80,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2015,"Historical",86,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2016,"Historical",68,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2017,"Historical",83,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2018,"Historical",75,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2019,"Historical",67,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2020,"Historical",86,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2021,"Historical",75,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2022,"Projected",81.7081394415904,68.0586996396475,99.0513474390732,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2023,"Projected",87.0058324100774,72.7430012055975,104.62640424679,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2024,"Projected",92.2869751119226,77.3420372105121,110.85488370929,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2025,"Projected",97.8169451942216,81.86021956688,117.739501493564,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2026,"Projected",103.705942294299,86.1023067057979,125.237251583359,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2027,"Projected",109.725119527965,91.0419009591027,133.626558762273,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2028,"Projected",115.783581515467,95.2193923995619,142.441987500944,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2029,"Projected",121.632466979193,98.7020646609756,151.292335206405,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2030,"Projected",127.310991156549,102.057375238622,159.721594165479,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2031,"Projected",132.857326838521,104.871525110964,169.137016297572,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2032,"Projected",138.025184369848,108.219912349941,177.759613433892,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2033,"Projected",143.171884480598,111.359045890673,187.174434423985,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2034,"Projected",148.254463057656,114.128442212944,196.818444484005,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2035,"Projected",153.517994916558,117.31128203165,206.937705807143,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2036,"Projected",159.095918629633,119.784086106477,217.834507162793,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2037,"Projected",164.745454744656,122.635432817062,228.492824394009,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2038,"Projected",170.489544729882,124.708374047096,238.6278377255,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2039,"Projected",175.835252882882,126.623532075388,248.467197518825,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2040,"Projected",180.652185040747,128.147399647977,259.474118362515,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2041,"Projected",184.928985078634,129.171757741172,269.791930707622,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2042,"Projected",188.616961488255,129.247962104988,281.59817997478,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2043,"Projected",192.647817888879,129.483254480594,293.288275379754,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2044,"Projected",196.724775740233,129.794037497815,304.806331554586,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Females",,2045,"Projected",200.158551488544,129.607129701443,317.926480493612,"people diagnosed","output/incidence_projections.csv"
