"measure","diagnosis_code","diagnosis","series_group","sex","duration_years","year","period","estimate","lower","upper","unit","source_output"
"Prevalence (people)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Persons",3,2028,"Projected",6048.83648563799,5824.71775226807,6299.52247524186,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Persons",3,2029,"Projected",6199.22945101785,5958.67097086355,6464.98162603785,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Persons",3,2030,"Projected",6343.001016471,6097.79285826267,6623.64837871952,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Persons",3,2031,"Projected",6482.57512732194,6220.17055434782,6781.51462227046,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Persons",3,2032,"Projected",6606.41606998053,6327.40909467727,6924.92936578433,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Persons",3,2033,"Projected",6713.66990418255,6415.19669511249,7051.14268758654,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Persons",3,2034,"Projected",6801.51547970153,6482.8760724578,7163.36165644639,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Persons",3,2035,"Projected",6888.5488872753,6547.40009657627,7269.92309734178,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Persons",3,2036,"Projected",6976.66176656707,6615.64996518011,7378.85733311469,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Persons",3,2037,"Projected",7063.97086072536,6678.77650286094,7487.60314500551,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Persons",3,2038,"Projected",7149.83307931057,6736.16076308067,7592.27884467366,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","dlbcl","Diffuse large B-cell lymphoma (DLBCL)","NHL subtype","Persons",3,2039,"Projected",7226.61484104941,6788.79448499515,7693.1940923888,"people living after diagnosis","output/prevalence_projections.csv"
