subtype,sex,duration,year,prev_mid,prev_p025,prev_p975,pct_change
nhl,males,40,2040,68940.872820033,65941.66008770924,72222.75237594706,94.3
nhl,males,40,2045,77038.38307160063,72096.70872044636,82461.99788441298,117.1
nhl,persons,40,2021,65853.2619039687,61970.35414794413,70968.44376736387,0
nhl,persons,40,2030,93446.27798313182,90161.49789749761,97147.68714703419,41.9
nhl,persons,40,2040,128598.95803909565,124547.34337102056,133277.89663751356,95.3
nhl,persons,40,2045,144905.28319862328,138271.72508181626,152649.40562494678,120
total,females,40,2021,36376.34132571063,33799.84569008935,40122.156031646875,0
total,females,40,2030,50966.313240796226,48808.53021996026,53733.26163955696,40.1
total,females,40,2040,70148.55764986115,67002.15096684241,73198.34777671545,92.8
total,females,40,2045,79420.2713512999,74347.9028941958,85173.11178536166,118.3
total,males,40,2021,42741.68658490147,40068.40035182885,46344.153035947755,0
total,males,40,2030,59869.691173161744,57525.66311980265,62738.99534003685,40.1
total,males,40,2040,81258.62639025928,78252.87022742782,84799.60775403131,90.1
total,males,40,2045,90870.36492080866,86072.80723275006,96796.48451704836,112.6
total,persons,40,2021,79310.97880636042,75452.97937155399,84545.64879363519,0
total,persons,40,2030,110934.98052630355,107588.01579227924,114798.95773111784,39.9
total,persons,40,2040,151404.09543137392,146983.3942941599,156151.37693188273,90.9
total,persons,40,2045,170340.41866373777,163477.4740936528,178159.57809032282,114.8
