effect,value,rr,rr_p025,rr_p975,subtype,sex,tier
cohort,1983.5,1.0330979961739977,0.9661411301570269,1.1044149585570897,nhl,females,agg
cohort,1984.5,1.0315098379893142,0.9618151804874195,1.1048614697023293,nhl,females,agg
cohort,1985.5,1.0298771781472307,0.9577382778576387,1.1053081613889602,nhl,females,agg
cohort,1986.5,1.0282025569662516,0.9539445773645934,1.1057550336899884,nhl,females,agg
cohort,1987.5,1.0265835112488673,0.950205624220064,1.106335216240171,nhl,females,agg
cohort,1988.5,1.0248400818473518,0.9463999652219519,1.1070090377814399,nhl,females,agg
cohort,1989.5,1.0230676224860793,0.942644413561893,1.1074247432968078,nhl,females,agg
cohort,1990.5,1.0211036189266076,0.9387394323140956,1.107840314602402,nhl,females,agg
cohort,1991.5,1.0191911221375745,0.9348286680056687,1.1081927337371371,nhl,females,agg
cohort,1992.5,1.0176032409768605,0.9309341958609455,1.1084613492212296,nhl,females,agg
cohort,1993.5,1.0160655392069073,0.9270559480070233,1.1088882031390899,nhl,females,agg
cohort,1994.5,1.0144781349680003,0.9231938568537571,1.1093365229870873,nhl,females,agg
cohort,1995.5,1.0129735854460293,0.9193478550925813,1.109785024107873,nhl,females,agg
cohort,1996.5,1.0112465752393123,0.9155178756953377,1.1102337065747498,nhl,females,agg
cohort,1997.5,1.0094232322273515,0.9117038519131065,1.1106825704610495,nhl,females,agg
cohort,1998.5,1.0077017670747503,0.907905717275043,1.1112025822513718,nhl,females,agg
cohort,1999.5,1.006029779758297,0.9041463910981575,1.111631852613526,nhl,females,agg
cohort,2000.5,1.0042995893196907,0.9004545498136167,1.1120612912810814,nhl,females,agg
cohort,2001.5,1.0027458700871787,0.8972118473432331,1.112508271851115,nhl,females,agg
cohort,2002.5,1.0012639311571858,0.8939808290680322,1.112966467026402,nhl,females,agg
cohort,2003.5,0.999645642807278,0.8907614528598874,1.1134248529801754,nhl,females,agg
cohort,2004.5,0.9979846624867943,0.8875536767426806,1.114280263150711,nhl,females,agg
cohort,2005.5,0.9961758226735647,0.8843608752450958,1.115143559992419,nhl,females,agg
cohort,2006.5,0.9942488430378221,0.8809059599324198,1.1160001820755732,nhl,females,agg
cohort,2007.5,0.9923795385364318,0.8771944398026946,1.116857417229607,nhl,females,agg
cohort,2008.5,0.990684865771879,0.8734985633837528,1.1177153144026197,nhl,females,agg
cohort,2009.5,0.9889489638414708,0.8698182647166749,1.1184995400308382,nhl,females,agg
cohort,2010.5,0.9871625699881504,0.8661534781207281,1.1189750630463886,nhl,females,agg
cohort,2011.5,0.9854249557234673,0.8626726328056773,1.1194507917817655,nhl,females,agg
age,9.5,1.1268512307562468,1.0168139210973488,1.2463793749185592,hodgkin,males,agg
age,19.5,2.1500408096826815,2.0310345748959096,2.290890706177896,hodgkin,males,agg
age,29.5,3.329398831494043,3.164899139241289,3.511179661781532,hodgkin,males,agg
age,39.5,2.5143868655520762,2.368059158545782,2.652206615695624,hodgkin,males,agg
age,49.5,2.777764645609676,2.6393557268341308,2.9246989920248563,hodgkin,males,agg
age,59.5,4.202472053572369,3.909936155162283,4.488585232971253,hodgkin,males,agg
age,69.5,5.927573032591512,5.5004811177047195,6.357293921302425,hodgkin,males,agg
age,79.5,8.073051153483174,7.292108032099594,8.982210497623349,hodgkin,males,agg
age,90,11.218135646887248,9.577885053259884,13.116527824371595,hodgkin,males,agg
period,1990,1.0279154516951408,0.9692018180644572,1.086887945912855,hodgkin,males,agg
period,1991,1.0214047648937254,0.9729446396835586,1.0688834466728938,hodgkin,males,agg
period,1992,1.0149184093009578,0.9763363895968871,1.0515667095202434,hodgkin,males,agg
period,1993,1.0081076488395349,0.9798391930616188,1.0353125266185146,hodgkin,males,agg
period,1994,1.0018341464962242,0.9818856308095824,1.0202432539513413,hodgkin,males,agg
period,1995,0.9953307739196933,0.9803892365522732,1.0097240168665185,hodgkin,males,agg
period,1996,0.9892682881095375,0.9722274441327097,1.0054450597193825,hodgkin,males,agg
period,1997,0.984049695132732,0.9615966780313526,1.0058790303395537,hodgkin,males,agg
period,1998,0.979243007854372,0.9516225919570106,1.0079124008186175,hodgkin,males,agg
period,1999,0.9758953753776263,0.9437406513343713,1.009691146177015,hodgkin,males,agg
period,2000,0.9741329001994762,0.9387070046322521,1.0115376987228675,hodgkin,males,agg
period,2001,0.9740881587221397,0.9378929146912635,1.0132931186344596,hodgkin,males,agg
period,2002,0.9756902264612963,0.9393727564192238,1.0136075692983773,hodgkin,males,agg
period,2003,0.9795099146515175,0.9474185198156163,1.0160937560650896,hodgkin,males,agg
period,2004,0.9868609246536648,0.9575598414327183,1.0200943583972975,hodgkin,males,agg
period,2005,0.9951455893585155,0.9631139184801617,1.0283420020481995,hodgkin,males,agg
period,2006,1.0034510772273384,0.9684050631461768,1.0430046588045092,hodgkin,males,agg
period,2007,1.0118581006739658,0.9706793785206169,1.0563752335547614,hodgkin,males,agg
period,2008,1.019456793683312,0.9746257153916121,1.0699656261792119,hodgkin,males,agg
period,2009,1.0249673169804083,0.9797288233550709,1.0747589720312303,hodgkin,males,agg
period,2010,1.0269509317344476,0.9864850831168418,1.0703198551268331,hodgkin,males,agg
period,2011,1.0261148928249924,0.9925707355793437,1.0608210983166275,hodgkin,males,agg
period,2012,1.0237520609970288,0.9917968517854955,1.0556969435894423,hodgkin,males,agg
period,2013,1.0192558519108312,0.9842815650472777,1.0546475395905102,hodgkin,males,agg
period,2014,1.0139462221041105,0.9766511106586113,1.053025427581173,hodgkin,males,agg
period,2015,1.008545679883086,0.9711106798860091,1.0477497414167298,hodgkin,males,agg
period,2016,1.003324916060107,0.9721766989913302,1.035795752501906,hodgkin,males,agg
period,2017,0.998534220865344,0.9733200153237107,1.0233428227095305,hodgkin,males,agg
period,2018,0.9930179107208579,0.9717199201666498,1.0133289853282834,hodgkin,males,agg
period,2019,0.9876710453336237,0.9599759431505459,1.0131939007940207,hodgkin,males,agg
period,2020,0.9815640187549304,0.9405296081357651,1.0208501991052286,hodgkin,males,agg
period,2021,0.9756112741673115,0.920365302046994,1.0311999104088663,hodgkin,males,agg
cohort,1900,0.3504591980237505,0.28295766665282013,0.436587223342678,hodgkin,males,agg
cohort,1901,0.3562950831420364,0.2886536329247149,0.4422512666949606,hodgkin,males,agg
cohort,1902,0.3623476195934904,0.29461770512766855,0.448046947084444,hodgkin,males,agg
cohort,1903,0.36856762960165634,0.3010657261229095,0.4539893855061913,hodgkin,males,agg
cohort,1904,0.374686479649435,0.307682966086407,0.46001065280861303,hodgkin,males,agg
cohort,1905,0.3810354100493265,0.31440540418452967,0.4659838931349386,hodgkin,males,agg
cohort,1906,0.3875927355515893,0.32090573441309794,0.4717098725207022,hodgkin,males,agg
cohort,1907,0.3942288034742262,0.32753895304725844,0.47783717352883437,hodgkin,males,agg
cohort,1908,0.4006836778055748,0.3343208908240052,0.4831858853393713,hodgkin,males,agg
cohort,1909,0.4073699774453482,0.34221093509261424,0.4890536699343541,hodgkin,males,agg
cohort,1910,0.41427097343183195,0.3502738693298659,0.49498357103637297,hodgkin,males,agg
cohort,1910.5,0.4178194486070457,0.3540805418959,0.4981098333754187,hodgkin,males,agg
cohort,1911,0.42142666642068005,0.357936849750375,0.5011463963949734,hodgkin,males,agg
cohort,1911.5,0.42497732885431566,0.36183990386685555,0.5040345925641909,hodgkin,males,agg
cohort,1912,0.42855569380314107,0.3657855248046912,0.5070943520113065,hodgkin,males,agg
cohort,1912.5,0.4321912876570232,0.3695655353485815,0.5101726914050635,hodgkin,males,agg
cohort,1913,0.43581538632859695,0.373233959432522,0.5132667470012188,hodgkin,males,agg
cohort,1913.5,0.43962162636315666,0.37724723225772056,0.5165465929904716,hodgkin,males,agg
cohort,1914,0.44325797508336273,0.38154362699377237,0.5201561759823331,hodgkin,males,agg
cohort,1914.5,0.4467868211963081,0.3854652789591629,0.5237909999866733,hodgkin,males,agg
cohort,1915,0.4504789169036409,0.3893946693748439,0.5271058579699736,hodgkin,males,agg
cohort,1915.5,0.4542159787444914,0.39330898837006734,0.5301987387129414,hodgkin,males,agg
cohort,1916,0.4580874176119254,0.3972938348699134,0.5332970649877308,hodgkin,males,agg
cohort,1916.5,0.46208372287520083,0.4015944187635766,0.5364072828167845,hodgkin,males,agg
cohort,1917,0.4662320523490401,0.4057235222808039,0.5396631096776003,hodgkin,males,agg
cohort,1917.5,0.4702219891697835,0.40989508104015004,0.5434017561987143,hodgkin,males,agg
cohort,1918,0.47420729011589763,0.41410953157165353,0.5468399530485185,hodgkin,males,agg
cohort,1918.5,0.4780503603206655,0.4183632547073799,0.550465063774518,hodgkin,males,agg
cohort,1919,0.4820257235346917,0.42231345513705143,0.5541071291213427,hodgkin,males,agg
cohort,1919.5,0.4862109131589574,0.4265073254340929,0.5575058967105201,hodgkin,males,agg
cohort,1920,0.49018549487375057,0.4311377342159028,0.5606196160041627,hodgkin,males,agg
cohort,1920.5,0.4943695328732792,0.4358533208266743,0.5639497102268658,hodgkin,males,agg
cohort,1921,0.49861551719712904,0.44055116105240716,0.5676165917396359,hodgkin,males,agg
cohort,1921.5,0.502849529952573,0.44532801293967733,0.5708506620233782,hodgkin,males,agg
cohort,1922,0.5072503235150406,0.4501566632203451,0.5749021663512698,hodgkin,males,agg
cohort,1922.5,0.5114564733982302,0.4550376736125357,0.5784955093545922,hodgkin,males,agg
cohort,1923,0.5155410441111848,0.4596493043869132,0.5820250473713375,hodgkin,males,agg
cohort,1923.5,0.5200188245978643,0.4642194799826346,0.5855761226357642,hodgkin,males,agg
cohort,1924,0.52437328191972,0.4688481231181577,0.5891488665857976,hodgkin,males,agg
cohort,1924.5,0.5287702477610471,0.4741882679518295,0.593012396397445,hodgkin,males,agg
cohort,1925,0.5330254800512183,0.47868179778534203,0.5971348286274323,hodgkin,males,agg
cohort,1925.5,0.5375480334751443,0.4833365947878417,0.6012801361763134,hodgkin,males,agg
cohort,1926,0.5422572471308222,0.4886955241646685,0.6048815510195333,hodgkin,males,agg
cohort,1926.5,0.5464639729605887,0.4937203961118111,0.6084495714761895,hodgkin,males,agg
cohort,1927,0.5509123943443737,0.49872357226306435,0.6120237010269786,hodgkin,males,agg
cohort,1927.5,0.5555891526634638,0.5036434316078944,0.6156288958330975,hodgkin,males,agg
cohort,1928,0.560176530242042,0.5082839146226843,0.6192758254812977,hodgkin,males,agg
cohort,1928.5,0.5648200830359202,0.5133011338758715,0.6231757775263672,hodgkin,males,agg
cohort,1929,0.5694477411836518,0.5181122251117634,0.62805208486009,hodgkin,males,agg
cohort,1929.5,0.5743235343395297,0.5229704440506496,0.6322888180001701,hodgkin,males,agg
cohort,1930,0.5791402334768967,0.5278959165529151,0.6362879381888503,hodgkin,males,agg
cohort,1930.5,0.584003936590516,0.5333097012836913,0.6409364494466686,hodgkin,males,agg
cohort,1931,0.588777708413526,0.5386722588493147,0.6456408247627095,hodgkin,males,agg
cohort,1931.5,0.5941401971632057,0.5433174318731132,0.6505658690096526,hodgkin,males,agg
cohort,1932.5,0.604097197192111,0.5528864803497133,0.6599908689698857,hodgkin,males,agg
cohort,1933.5,0.6138583254212069,0.5635033399000052,0.6697353191702957,hodgkin,males,agg
cohort,1934.5,0.6245185775416994,0.5746530527279871,0.6796477943369221,hodgkin,males,agg
cohort,1935.5,0.6347293078907986,0.5860774124237045,0.6893067559930972,hodgkin,males,agg
cohort,1936.5,0.6455846597784175,0.5972790308265076,0.6993298800467581,hodgkin,males,agg
cohort,1937.5,0.6563149413454822,0.609299698855028,0.7100613448436617,hodgkin,males,agg
cohort,1938.5,0.6671356525967453,0.6197941874876126,0.7201942726913142,hodgkin,males,agg
cohort,1939.5,0.678512608532388,0.6297239531350471,0.7308170101392963,hodgkin,males,agg
cohort,1940.5,0.689960424109211,0.6413526542813304,0.742273704933253,hodgkin,males,agg
cohort,1941.5,0.7018232232298698,0.653140414841583,0.7538051355694892,hodgkin,males,agg
cohort,1942.5,0.7135574204715924,0.6653498455621841,0.7645700902950675,hodgkin,males,agg
cohort,1943.5,0.7249025340399229,0.6768893780605953,0.7770063030298896,hodgkin,males,agg
cohort,1944.5,0.7365719425456728,0.6889258855604146,0.7897486607241874,hodgkin,males,agg
cohort,1945.5,0.7485685312675865,0.7004476473978953,0.8013795434350389,hodgkin,males,agg
cohort,1946.5,0.759893790205148,0.7118679713555017,0.8127433809722292,hodgkin,males,agg
cohort,1947.5,0.7714811511521286,0.7233672560170781,0.8250286247981032,hodgkin,males,agg
cohort,1948.5,0.7828468706011205,0.7357584676174524,0.8369869576843822,hodgkin,males,agg
cohort,1949.5,0.7942287543216028,0.748134936910672,0.8479329002396676,hodgkin,males,agg
cohort,1950.5,0.8059459460651356,0.7594047449725675,0.8588913787779557,hodgkin,males,agg
cohort,1951.5,0.8177341601229275,0.773115231528812,0.8693087835820172,hodgkin,males,agg
cohort,1952.5,0.8295350786555129,0.7866654233586042,0.8788699893274011,hodgkin,males,agg
cohort,1953.5,0.8412577572057577,0.798728750320879,0.8885829603924194,hodgkin,males,agg
cohort,1954.5,0.8526226779209384,0.8126307884620837,0.8974615548782965,hodgkin,males,agg
cohort,1955.5,0.8645700979781856,0.8268806147426686,0.9073560918053057,hodgkin,males,agg
cohort,1956.5,0.876375489382012,0.8392489390614459,0.91660004824533,hodgkin,males,agg
cohort,1957.5,0.8884986335396294,0.8518540157587393,0.927402589190363,hodgkin,males,agg
cohort,1958.5,0.9004786753210239,0.8633230904740279,0.9388058839477207,hodgkin,males,agg
cohort,1959.5,0.9125821307345059,0.8759910262483236,0.9493655824038337,hodgkin,males,agg
cohort,1960.5,0.9254070745305885,0.8880527553617968,0.9626585871969147,hodgkin,males,agg
cohort,1961.5,0.9384593519366393,0.9000487852604354,0.9776130087460229,hodgkin,males,agg
cohort,1962.5,0.9515898989758379,0.9117264699149631,0.9943197048012384,hodgkin,males,agg
cohort,1963.5,0.9658962223976443,0.9241959454404464,1.0105876167589891,hodgkin,males,agg
cohort,1964.5,0.9814894719040193,0.9375605139931319,1.029465137405317,hodgkin,males,agg
cohort,1965.5,0.9977379071969759,0.9508886259013752,1.0489941039216042,hodgkin,males,agg
cohort,1966.5,1.0144883533132456,0.9677341025088194,1.0678345953255473,hodgkin,males,agg
cohort,1967.5,1.0324993983322215,0.9856409476205472,1.0852284177232656,hodgkin,males,agg
cohort,1968.5,1.051617911485268,1.0044698330095627,1.1040418323123447,hodgkin,males,agg
cohort,1969.5,1.071437302490939,1.0253374298584677,1.1231375866484639,hodgkin,males,agg
cohort,1970.5,1.092164903387718,1.046138572363444,1.144279054524421,hodgkin,males,agg
cohort,1971.5,1.1140366152629464,1.0683882518667427,1.1662695431124377,hodgkin,males,agg
cohort,1972.5,1.1364878384559471,1.0898548465954105,1.1880022322529644,hodgkin,males,agg
cohort,1973.5,1.1592276838698679,1.1096544874211183,1.2099749308871992,hodgkin,males,agg
cohort,1974.5,1.181878492492268,1.1302749701404342,1.2313217043714704,hodgkin,males,agg
cohort,1975.5,1.2045944028955713,1.1503307464404369,1.2532139754682634,hodgkin,males,agg
cohort,1976.5,1.2250444811917118,1.1665639726719355,1.2755392216580168,hodgkin,males,agg
cohort,1977.5,1.2443788535113665,1.1817346007171943,1.2977429432184355,hodgkin,males,agg
cohort,1978.5,1.2624437452253057,1.1982469976190102,1.3187163865672862,hodgkin,males,agg
cohort,1979.5,1.2797958644105982,1.2139006552148106,1.3393589282517546,hodgkin,males,agg
cohort,1980.5,1.2940339215146108,1.226745630503564,1.3558061483809898,hodgkin,males,agg
cohort,1981.5,1.3063300485705056,1.236755161518051,1.369388505721584,hodgkin,males,agg
cohort,1982.5,1.3170071323607004,1.246212218021403,1.380607406805796,hodgkin,males,agg
cohort,1983.5,1.3256167504800316,1.2530597262517158,1.3903771934835838,hodgkin,males,agg
cohort,1984.5,1.3327706879434316,1.2600572601064322,1.399829200421906,hodgkin,males,agg
cohort,1985.5,1.3387288647316513,1.265667753064203,1.4060752016075388,hodgkin,males,agg
cohort,1986.5,1.3437981605592215,1.2720166840582312,1.414808926517681,hodgkin,males,agg
cohort,1987.5,1.3478591012640073,1.2752693944970448,1.4200136844114504,hodgkin,males,agg
cohort,1988.5,1.350504768155353,1.2737249431411146,1.4226873403036988,hodgkin,males,agg
cohort,1989.5,1.3514487357598555,1.2763856321140068,1.424623558383317,hodgkin,males,agg
cohort,1990.5,1.353239135459468,1.2770449709470095,1.4256093456237722,hodgkin,males,agg
cohort,1991.5,1.3542494129496478,1.2771066772328266,1.4294777408147945,hodgkin,males,agg
cohort,1992.5,1.3553669540947757,1.2758147967192486,1.4331137366905176,hodgkin,males,agg
cohort,1993.5,1.356452538797009,1.2741322659942915,1.4381801630321414,hodgkin,males,agg
cohort,1994.5,1.3575387321451589,1.2698937722958252,1.4458411704927323,hodgkin,males,agg
cohort,1995.5,1.358724010589449,1.264169874306597,1.4500896246071238,hodgkin,males,agg
cohort,1996.5,1.3590337413699216,1.2606004886435773,1.4575908970418714,hodgkin,males,agg
cohort,1997.5,1.3605136065431913,1.2554319405462782,1.4659217058529805,hodgkin,males,agg
cohort,1998.5,1.3611925752167122,1.2498880832241488,1.4709248927259184,hodgkin,males,agg
cohort,1999.5,1.3622855545821149,1.2455584081990987,1.4770527024796214,hodgkin,males,agg
cohort,2000.5,1.3629780186119733,1.240585569538737,1.4851686035698752,hodgkin,males,agg
cohort,2001.5,1.364339640735953,1.2356214158803058,1.4944401311035738,hodgkin,males,agg
cohort,2002.5,1.3662288522542503,1.230692017618863,1.5032221552612617,hodgkin,males,agg
cohort,2003.5,1.3675322366069513,1.2262865835566834,1.5123679608448426,hodgkin,males,agg
cohort,2004.5,1.3682806509551042,1.2220059025112717,1.5214488879533055,hodgkin,males,agg
cohort,2005.5,1.3688131152657292,1.2160046745820765,1.5305439920889625,hodgkin,males,agg
cohort,2006.5,1.3697727406641773,1.2111596672040645,1.5397387049035027,hodgkin,males,agg
cohort,2007.5,1.3703568693642747,1.2074205093180166,1.5501626059227502,hodgkin,males,agg
cohort,2008.5,1.3720832257232303,1.2024349123072913,1.5585502985200794,hodgkin,males,agg
cohort,2009.5,1.3724824638625124,1.196946957059457,1.5701185293090028,hodgkin,males,agg
cohort,2010.5,1.3731497912955,1.191377581180689,1.582566899146696,hodgkin,males,agg
cohort,2011.5,1.373855208953008,1.1858611391822054,1.5946210793299072,hodgkin,males,agg
age,9.5,1.0602754578207052,0.9645023469702035,1.1715245869384407,hodgkin,females,agg
age,19.5,2.0285023905789896,1.9176561005095123,2.151403334380263,hodgkin,females,agg
age,29.5,3.309445414446579,3.1512011117323775,3.4860612672940126,hodgkin,females,agg
age,39.5,2.763441027005449,2.6464095335258797,2.8808732727699478,hodgkin,females,agg
age,49.5,1.9460525344589237,1.8203433307261214,2.0741207301790423,hodgkin,females,agg
age,59.5,2.1365595911158177,1.9662709208197318,2.3145296133765645,hodgkin,females,agg
age,69.5,3.250630167275446,2.9354332273357637,3.590454426071494,hodgkin,females,agg
age,79.5,5.279353112046038,4.628026109192191,6.047424254954483,hodgkin,females,agg
age,90,8.811830837186873,7.3273361894333435,10.569490860263448,hodgkin,females,agg
period,1990,0.9811244366362251,0.924450229130161,1.0463714211937034,hodgkin,females,agg
period,1991,0.9822013852728486,0.9361414624678955,1.0365065760670729,hodgkin,females,agg
period,1992,0.9829955439680016,0.9457354093603646,1.0258532646413685,hodgkin,females,agg
period,1993,0.9837646942989032,0.9548541750323939,1.0149769180647905,hodgkin,females,agg
period,1994,0.9846467391740219,0.963367123688862,1.0059377887655256,hodgkin,females,agg
period,1995,0.985175672163571,0.9690072602369162,1.0002057555941486,hodgkin,females,agg
period,1996,0.9855402750380953,0.968637927712896,1.0041276490849522,hodgkin,females,agg
period,1997,0.9868630096258942,0.9645043965662501,1.0117122376876122,hodgkin,females,agg
period,1998,0.9885441792695574,0.9593394864770268,1.0207183825085526,hodgkin,females,agg
period,1999,0.9912962258765861,0.9557961555078304,1.0284558607290268,hodgkin,females,agg
period,2000,0.9945558933843717,0.9544893947514965,1.0342016597452555,hodgkin,females,agg
period,2001,0.9986911494050019,0.9570440451156984,1.040879342987709,hodgkin,females,agg
period,2002,1.0044145995782925,0.9626508475930999,1.0456201320319574,hodgkin,females,agg
period,2003,1.0110936000583375,0.9719022752502404,1.0493932719696084,hodgkin,females,agg
period,2004,1.01991387080376,0.9833060205460491,1.057196207111077,hodgkin,females,agg
period,2005,1.0278937286736887,0.9939378044480371,1.066843998461066,hodgkin,females,agg
period,2006,1.0372716283695236,0.9999991986262111,1.077643075906917,hodgkin,females,agg
period,2007,1.044001280378665,0.9988872726308584,1.0891499291958684,hodgkin,females,agg
period,2008,1.0464932994369431,0.9951479978406226,1.0972629993449732,hodgkin,females,agg
period,2009,1.04409500718368,0.9935329946509988,1.0950641899802522,hodgkin,females,agg
period,2010,1.0371973527531217,0.9913110998583524,1.0820618240652848,hodgkin,females,agg
period,2011,1.0260736970682847,0.9884042243736474,1.0630464185121022,hodgkin,females,agg
period,2012,1.0125024623375705,0.9790551521755457,1.0508934914753851,hodgkin,females,agg
period,2013,0.9991631386098818,0.9629912778516524,1.0412218768616783,hodgkin,females,agg
period,2014,0.9886893381114754,0.9493447460878152,1.0349625824980122,hodgkin,females,agg
period,2015,0.9819376534580251,0.9421092934293523,1.028081741830015,hodgkin,females,agg
period,2016,0.9788132136491052,0.9449401778271347,1.017496927338617,hodgkin,females,agg
period,2017,0.9779943410397214,0.953582587264243,1.003719712792623,hodgkin,females,agg
period,2018,0.9792077298712349,0.9562401154404344,1.0006489489224077,hodgkin,females,agg
period,2019,0.9801478808236982,0.94999279574885,1.0082378798086462,hodgkin,females,agg
period,2020,0.981695076663299,0.934986595778063,1.023788938043158,hodgkin,females,agg
period,2021,0.9829564829712492,0.9205711168238757,1.0429740203287714,hodgkin,females,agg
cohort,1900,0.3419038847582288,0.26683905997026486,0.4507672052890102,hodgkin,females,agg
cohort,1901,0.34819163767258055,0.27306672933120213,0.4560934708952495,hodgkin,females,agg
cohort,1902,0.35480918515569976,0.27962996054134126,0.46146994586188905,hodgkin,females,agg
cohort,1903,0.361237595660443,0.2863509512613869,0.46690980124987447,hodgkin,females,agg
cohort,1904,0.367953535776857,0.29323349377556657,0.4728758792983924,hodgkin,females,agg
cohort,1905,0.37468649045987457,0.2997679730073867,0.4793718710861263,hodgkin,females,agg
cohort,1906,0.3815436051666643,0.306223214215081,0.4856533070599855,hodgkin,females,agg
cohort,1907,0.3885725625756502,0.3128190321063823,0.4917361305838979,hodgkin,females,agg
cohort,1908,0.39573812111498896,0.32032834613748984,0.49761571844527425,hodgkin,females,agg
cohort,1909,0.4030020043100662,0.3281964539784178,0.5037070142769547,hodgkin,females,agg
cohort,1910,0.4100990963714094,0.33569479255892715,0.5098675157175718,hodgkin,females,agg
cohort,1910.5,0.4138782919480387,0.3393643763049416,0.5134150924715181,hodgkin,females,agg
cohort,1911,0.4178315042765586,0.34307407712384086,0.517080971478038,hodgkin,females,agg
cohort,1911.5,0.42187249526753345,0.3468243336314068,0.5205990446388734,hodgkin,females,agg
cohort,1912,0.4259663445050438,0.35076332233566,0.5242515600702785,hodgkin,females,agg
cohort,1912.5,0.42983231042561665,0.35478035026598476,0.5279297082728255,hodgkin,females,agg
cohort,1913,0.43392075092735527,0.3585934410045238,0.5316336691854402,hodgkin,females,agg
cohort,1913.5,0.4380642298898499,0.3624475141441416,0.5353636240106006,hodgkin,females,agg
cohort,1914,0.4420884754865953,0.3663430101589375,0.5391090475010958,hodgkin,females,agg
cohort,1914.5,0.44609953718711043,0.3702811512852038,0.5428657284640707,hodgkin,females,agg
cohort,1915,0.4502151552915269,0.37439369244612714,0.5466486052591943,hodgkin,females,agg
cohort,1915.5,0.45414495363717117,0.3786342520927865,0.550457860659364,hodgkin,females,agg
cohort,1916,0.4583366626725844,0.3829242127329683,0.5538137893364224,hodgkin,females,agg
cohort,1916.5,0.4623836235808705,0.38726278069424985,0.5570566260599737,hodgkin,females,agg
cohort,1917,0.46648238582094337,0.3916505067393039,0.560950395542441,hodgkin,females,agg
cohort,1917.5,0.47066492898773266,0.39609206847588463,0.5650727872016433,hodgkin,females,agg
cohort,1918,0.47516764241620213,0.400587628760052,0.5692254758542049,hodgkin,females,agg
cohort,1918.5,0.4796800442907994,0.40513421395963367,0.5735051782326456,hodgkin,females,agg
cohort,1919,0.4840685550643451,0.4097324032257166,0.5776226364815498,hodgkin,females,agg
cohort,1919.5,0.488388106318985,0.4142765425302824,0.5818675587312115,hodgkin,females,agg
cohort,1920,0.4929361032117685,0.4189114127366264,0.5861089596419992,hodgkin,females,agg
cohort,1920.5,0.49741478301309305,0.42381604741230267,0.5902156591411873,hodgkin,females,agg
cohort,1921,0.5019338854685034,0.4287807842942151,0.5943511349750509,hodgkin,females,agg
cohort,1921.5,0.5067853246779556,0.4338323770641019,0.5985155887978367,hodgkin,females,agg
cohort,1922,0.5115371806182141,0.43913791107328726,0.6029029421392271,hodgkin,females,agg
cohort,1922.5,0.5161351263032941,0.4445160436424549,0.6072247883444476,hodgkin,females,agg
cohort,1923,0.5206697196812033,0.4501316961188367,0.6118787271647803,hodgkin,females,agg
cohort,1923.5,0.5254599490237227,0.45505734903398076,0.616289957112878,hodgkin,females,agg
cohort,1924,0.530241265294767,0.46006052753993404,0.6206070790306478,hodgkin,females,agg
cohort,1924.5,0.535102804102471,0.46568540455933916,0.6253148282412171,hodgkin,females,agg
cohort,1925,0.5401783354448844,0.4713790567134385,0.630055166616892,hodgkin,females,agg
cohort,1925.5,0.5452388950138206,0.4767795770112816,0.634577026453585,hodgkin,females,agg
cohort,1926,0.5504069821992885,0.4819560858408662,0.6389447508801076,hodgkin,females,agg
cohort,1926.5,0.5555269015652378,0.48732752828306486,0.6433425459947466,hodgkin,females,agg
cohort,1927,0.5609704527498124,0.49293189118323166,0.6482863719269507,hodgkin,females,agg
cohort,1927.5,0.5662980936992381,0.49839164131051245,0.6522487827040089,hodgkin,females,agg
cohort,1928,0.5718303392623887,0.5040899196199634,0.6567135024961824,hodgkin,females,agg
cohort,1928.5,0.577121113620432,0.5090346832940734,0.6612061289490166,hodgkin,females,agg
cohort,1929,0.5827620362583235,0.5141546987801328,0.6657207794401433,hodgkin,females,agg
cohort,1929.5,0.5882606141729747,0.5197223269390804,0.6701677616275208,hodgkin,females,agg
cohort,1930,0.5936092875758023,0.5254837428620099,0.6748841556585904,hodgkin,females,agg
cohort,1930.5,0.5990666992874707,0.531333778790476,0.6795396172950788,hodgkin,females,agg
cohort,1931,0.6047706079624429,0.5374314608215732,0.6842515994807212,hodgkin,females,agg
cohort,1931.5,0.6104179441412207,0.5436034431342119,0.6900576668176892,hodgkin,females,agg
cohort,1932.5,0.6217012555601713,0.5555321973851983,0.7008823079059275,hodgkin,females,agg
cohort,1933.5,0.6329695724665325,0.5674413023581949,0.7106378918295925,hodgkin,females,agg
cohort,1934.5,0.6443698937505153,0.5787853569396231,0.7207922243022645,hodgkin,females,agg
cohort,1935.5,0.6558041854480346,0.5912907579480211,0.7302715260823436,hodgkin,females,agg
cohort,1936.5,0.6675243917538416,0.6026710221627991,0.7401968694669762,hodgkin,females,agg
cohort,1937.5,0.6791187153390903,0.6135030351586128,0.7517101071618945,hodgkin,females,agg
cohort,1938.5,0.6910798254836121,0.6254839176609848,0.7632917965104326,hodgkin,females,agg
cohort,1939.5,0.7023529640048684,0.6375843364626307,0.7746883721791542,hodgkin,females,agg
cohort,1940.5,0.7143243819958442,0.649576426084724,0.7852324819813373,hodgkin,females,agg
cohort,1941.5,0.725550288845829,0.6607015752331997,0.7954266534348192,hodgkin,females,agg
cohort,1942.5,0.7370104606476126,0.6722423178904907,0.8055705103777775,hodgkin,females,agg
cohort,1943.5,0.747671841904785,0.6823992685855725,0.8169412659061637,hodgkin,females,agg
