P,cases_mid,cases_p025,cases_p975,asr_mid,asr_p025,asr_p975,subtype,sex,tier
2024,455.68803102251593,429.7890651081665,482.00503891513847,3.2628140997511004,3.0796070089799503,3.4490487824104044,hodgkin,males,agg
2025,468.55860670967627,442.5053203115148,494.9938770887876,3.291500878333528,3.109444843565869,3.4747237310990764,hodgkin,males,agg
2026,481.4312083681288,455.1668758835463,508.6052424702697,3.3200833197296493,3.1368798219824523,3.5074821578762116,hodgkin,males,agg
2027,494.6396850737955,467.4221992004343,522.1989456714196,3.348164673016944,3.164687640264751,3.5346726819004455,hodgkin,males,agg
2028,507.41836287735737,479.2320759780269,535.8815328475409,3.3764711143301764,3.1888966232157117,3.56254631249531,hodgkin,males,agg
2029,520.3895130056106,491.2574403854145,549.2578405873531,3.4041736891656442,3.2134690526259995,3.598780875344084,hodgkin,males,agg
2030,532.6615262166938,503.0131090708002,563.0500537806414,3.431350093916148,3.237384396266423,3.62944136180959,hodgkin,males,agg
2031,545.129272063945,513.7218251467955,577.9850092075495,3.458309165060604,3.2569284104541043,3.667631234644884,hodgkin,males,agg
2032,556.2165943502843,523.3520650713692,590.1247630855178,3.4751236652578688,3.269973904345343,3.684621159902053,hodgkin,males,agg
2033,567.4973260879583,533.9285765691229,602.1860465256082,3.4923251717050836,3.2852674166171356,3.708229542918063,hodgkin,males,agg
2034,578.8113461747087,545.100103118037,614.5009541082792,3.509322522934818,3.2977816073849926,3.7284300077324937,hodgkin,males,agg
